4848    27529    5.5107     4.87466
4813    27312    5.41353     4.78428
4822    27312    5.41353     4.78428
4849    27500    5.3261     4.70263
4865    27500    5.39695     4.7699
4856    27500    5.39695     4.7699
4829    27500    5.39695     4.7699
4766    26992    5.39695     4.7699
4816    27314    5.34527     4.7699
4805    27314    5.2871     4.6672
4854    27550    5.34657     4.7242
4837    27393    5.34657     4.7242
4810    27393    5.40247     4.77504
4801    27241    5.40247     4.77504
4821    27241    5.34398     4.71906
4744    26906    5.34398     4.71906
4840    27471    5.34398     4.71906
4840    27471    5.28125     4.66258
4826    27471    5.37225     4.74679
4835    27471    5.37225     4.74679
4836    27471    5.37225     4.74679
4795    27205    5.37225     4.74679
4770    27028    5.37225     4.74679
4860    27561    5.29945     4.67901
4752    26919    5.38882     4.76271
4772    27068    5.30172     4.68209
4805    27228    5.30172     4.68209
4776    27067    5.30172     4.68209
4766    27067    5.30172     4.68209
4826    27375    5.30172     4.68209
4819    27375    5.30172     4.68209
4851    27531    5.36088     4.73652
4775    27035    5.36088     4.73652
4838    27445    5.36088     4.73652
4858    27445    5.36088     4.73652
4779    27073    5.36088     4.73652
4786    27073    5.36088     4.73652
4768    27073    5.28482     4.66617
4871    27619    5.28482     4.66617
4889    27619    5.28482     4.66617
4891    27779    5.42847     4.8002
4841    27467    5.42847     4.8002
4921    27930    5.42847     4.8002
4894    27930    5.42847     4.8002
4896    27930    5.42847     4.8002
4842    27483    5.42847     4.8002
4880    27682    5.42847     4.8002
4840    27402    5.42847     4.8002
4840    27402    5.42847     4.8002
4866    27619    5.42847     4.8002
4885    27762    5.42847     4.8002
4931    28018    5.42847     4.8002
4888    27779    5.4795     4.8002
4939    28064    5.4795     4.8002
4847    27514    5.4795     4.8002
4842    27514    5.40053     4.8002
4922    27983    5.40053     4.8002
4978    28274    5.40053     4.8002
5000    28462    5.5445     4.90855
5032    28631    5.5445     4.90855
5101    29015    5.59487     4.90855
5300    30245    5.59487     4.9979
5463    31214    5.77265     5.11805
5399    30879    6.10967     5.4318
5340    30551    6.10967     5.4318
5272    30166    5.98422     5.31472
5571    31937    5.9124     5.24797
5731    32914    5.9124     5.24797
5735    32914    6.4129     5.71371
5740    32914    6.4129     5.71371
5802    33435    6.4129     5.71371
5888    33940    6.4129     5.71371
6025    34775    6.4129     5.71371
5983    34559    6.69793     5.98022
5970    34559    6.69793     5.98022
5938    34326    6.69793     5.98022
6181    35752    6.69793     5.98022
6243    36210    6.69793     5.98022
6314    36588    6.96475     6.22413
6314    36588    6.96475     6.22413
6268    36327    7.06453     6.31656
6240    36327    7.06453     6.31656
6340    36801    6.99822     6.25751
6516    37898    7.10352     6.35354
6448    37513    7.30275     6.53737
6409    37298    7.2501     6.53737
6469    37636    7.2501     6.45059
6513    37921    7.2501     6.45059
6549    38149    7.2501     6.5348
6659    38852    7.34013     6.5348
6627    38852    7.47078     6.69347
6681    38852    7.47078     6.69347
6868    40166    7.47078     6.69347
6835    40166    7.61182     6.82596
6774    39599    7.76685     6.96871
6738    39599    7.64075     6.85214
6831    40045    7.64075     6.85214
6952    40699    7.57835     6.7936
7121    41795    7.7831     6.98411
7106    41795    7.90595     7.09657
7185    42217    12.3221     7.16538
7075    41523    8.08795     7.265
7217    42448    8.0314     7.21159
7151    42035    8.0314     7.21159
7271    42773    8.11135     7.28913
7143    41980    8.11135     7.28913
7266    42772    8.16465     7.28913
7552    44597    8.07625     7.28913
7686    45417    8.216     7.38413
7600    44869    8.5787     7.72047
7600    44869    8.6502     7.78928
7637    45112    8.5813     7.72355
7697    45503    8.5813     7.72355
7890    46705    8.6879     7.82214
7775    46009    8.90565     8.02292
7713    45611    8.78995     7.91868
7750    45907    8.71975     7.85141
7772    45907    8.71975     7.85141
7897    46827    8.80425     7.92998
7914    46827    8.80425     7.92998
7920    46827    8.97845     8.09122
8037    47692    8.91345     8.03114
8079    47995    9.0792     8.18468
8179    48630    9.0792     8.18468
8161    48630    9.26965     8.36183
8075    47972    9.204     8.30227
8060    47972    9.204     8.30227
8087    47972    9.0766     8.18108
8214    48851    9.1806     8.27762
8238    48851    9.1806     8.27762
8154    48510    9.32685     8.41575
8193    48759    9.256     8.35002
8302    49469    9.256     8.35002
8292    49469    9.256     8.35002
8276    49469    9.4315     8.51332
8339    49469    9.3379     8.42499
8486    50624    9.4042     8.48713
8467    50624    9.49975     8.57545
8610    51435    9.5927     8.66223
8767    52421    9.5927     8.66223
8787    52421    9.7747     8.83066
8787    52421    9.93265     8.97752
8634    51597    9.93265     8.97752
8738    52280    9.76755     8.82604
8718    52280    9.88585     8.9349
8554    51125    9.88585     8.9349
8491    50763    9.70255     8.76339
8490    50763    9.5927     8.66018
8567    51197    9.5927     8.66018
8567    51197    9.6603     8.72488
8540    51197    9.7409     8.79728
8700    52104    9.65705     8.71974
8670    52104    9.81045     8.86455
8763    52485    9.81045     8.86455
8775    52485    9.92225     8.96828
8742    52485    9.92225     8.96828
8825    52858    9.92225     8.96828
8830    52858    9.92225     8.96828
8766    52535    10.0516     9.08792
8616    51556    9.95865     9.00165
8799    52686    9.83125     8.88612
8692    52085    9.83125     8.88612
8777    52623    9.88845     8.93849
8720    52222    9.88845     8.93849
8694    52222    9.88845     8.93849
8599    51478    9.88845     8.93849
