scalerS16b IPM2C21A IPM2C24A 
170335 9143 192.153 182.292
166152 56828 196.339 186.965
172824 75468 194.194 185.055
171645 58701 195.962 188.054
173867 59438 201.864 192.059
173091 59438 201.513 191.833
165018 76909 201.045 191.71
169199 20959 199.979 190.457
164053 23372 192.764 183.802
161423 38847 191.776 184.069
168084 57542 191.321 182.601
171575 58594 188.11 177.086
176090 27374 197.548 188.208
168599 24913 202.007 192.09
168599 24913 199.602 190.827
164258 7160 191.516 183.114
171051 42163 198.289 188.845
161998 51359 197.925 188.67
158459 54276 182.936 175.514
164565 56314 185.523 177.425
166184 24101 192.842 182.344
158119 37788 190.528 181.183
159410 21927 186.901 177.866
157545 17234 187.343 178.38
156558 20945 180.96 172.022
157713 37609 182.936 174.189
160897 63316 183.508 175.473
162577 2337 185.77 177.692
528 1436 170.144 167.945
486 1436 8.983 4.52907
484 1436 0 0
477 1436 0 0
473 1436 0 0
468 1456 0 0
467 1428 0 0
467 1442 0 0
465 1442 0 0
462 1442 0 0
462 1442 0 0
462 1453 0 0
460 1453 0 0
458 1445 0 0
478 1445 0 0
516 1445 0 0
518 1445 0 0
518 1445 0 0
464 1445 0 0
457 1437 0 0
455 1447 0 0
457 1447 0 0
460 1447 0 0
499 1447 0 0
457 1447 0 0
420 1436 0 0
412 1489 0 0
409 1440 0 0
407 1440 0 0
408 1440 0 0
409 1432 0 0
409 1432 0 0
402 1432 0 0
405 1443 0 0
403 1443 0 0
402 1443 0 0
405 1443 0 0
406 1443 0 0
404 1457 0 0
405 1442 0 0
406 1442 0 0
404 1434 0 0
