  246 743.5 0 0
  246 743.5 0 0
  244.5 743.5 0 0
  244.5 743.5 0 0
  246 743.5 0 0
  246 743.5 0 0
  243.5 743.5 0 0
  243.5 743.5 0 0
  242 743.5 0 0
  242 743.5 0 0
  244.5 750.5 0 0
  244.5 750.5 0 0
  242.5 750.5 0 0
  242.5 750.5 0 0
  241 750.5 0 0
  241 750.5 0 0
  241.5 750.5 0 0
  241.5 750.5 0 0
  241.5 750.5 0 0
  241.5 750.5 0 0
  239.5 744 0 0
  239.5 744 0 0
  242.5 744 0 0
  242.5 744 0 0
  241.5 740 0 0
  241.5 740 0 0
  244 744.5 0 0
  244 744.5 0 0
  239.5 744.5 0 0
  239.5 744.5 0 0
  241 740.5 0 0
  241 740.5 0 0
  243.5 740.5 0 0
  243.5 740.5 0 0
  243.5 740.5 0 0
  274.5 1021.5 0 0
  274.5 1021.5 0 0
  292 1186.5 0 0
  292 1186.5 0 0
  294 1186.5 0 0
  294 1186.5 0 0
  290.5 1180.5 0 0
  290.5 1180.5 0 0
  289 1180.5 0 0
  289 1180.5 0 0
  292 1180.5 0 0
  292 1180.5 0 0
  292.5 1180.5 0 0
  292.5 1180.5 0 0
  306 1302 0 0
  306 1302 0 0
  305 1310 0 0
  305 1310 0 0
  306 1310 0 0
  306 1310 0 0
  238 726 0 0
  238 726 0 0
  215 540.5 0 0
  215 540.5 0 0
  215.5 544.5 0 0
  215.5 544.5 0 0
  219.5 541.5 0 0
  219.5 541.5 0 0
  221 541.5 0 0
  221 541.5 0 0
  222.5 541.5 0 0
  222.5 541.5 0 0
  218.5 541.5 0 0
  218.5 541.5 0 0
  215.5 541.5 0 0
  215.5 541.5 0 0
  216.5 541.5 0 0
  216.5 541.5 0 0
  216.5 541.5 0 0
  216.5 541.5 0 0
  214 541.5 0 0
  214 541.5 0 0
  213 541.5 0 0
  213 541.5 0 0
  214.5 541.5 0 0
  214.5 541.5 0 0
  213.5 545 0 0
  213.5 545 0 0
  216.5 545 0 0
  216.5 545 0 0
  213.5 545 0 0
  213.5 545 0 0
  214.5 542 0 0
  214.5 542 0 0
  215 545.5 0 0
  215 545.5 0 0
  215 545.5 0 0
  215 545.5 0 0
  215 545.5 0 0
  218 545.5 0 0
  218 545.5 0 0
  216 541 0 0
  216 541 0 0
  217.5 541 0 0
  217.5 541 0 0
  216.5 541 0 0
  216.5 541 0 0
  213.5 541 0 0
  213.5 541 0 0
  216.5 544 0 0
  216.5 544 0 0
  217.5 544 0 0
  217.5 544 0 0
  217.5 544 0 0
  217.5 544 0 0
  215.5 544 0 0
  215.5 544 0 0
  218 544 0 0
  218 544 0 0
  217 544 0 0
  217 544 0 0
  217.5 544 0 0
  217.5 544 0 0
  217 541 0 0
  217 541 0 0
  217 544 0 0
  217 544 0 0
  210.5 544 0 0
  210.5 544 0 0
  214.5 544 0 0
  214.5 544 0 0
  227.5 644.5 0 0
  227.5 644.5 0 0
  280 1117 0 0
  280 1117 0 0
  275 1103 0 0
  275 1103 0 0
  275.5 1118.5 0 0
  275.5 1118.5 0 0
  285 1151 0 0
  285 1151 0 0
  287 1186 0 0
  287 1186 0 0
  287.5 1209.5 0 0
  287.5 1209.5 0 0
  293 1239 0 0
  293 1239 0 0
  298.5 1259.5 0 0
  298.5 1259.5 0 0
  298 1278.5 0 0
  298 1278.5 0 0
  303.5 1303 0 0
  303.5 1303 0 0
  301.5 1303 0 0
  301.5 1303 0 0
  303 1303 0 0
  303 1303 0 0
  303.5 1289 0 0
  303.5 1289 0 0
  303.5 1289 0 0
  309 1331 0 0
  309 1331 0 0
  399 2090 0 0
  399 2090 0 0
  496 2947.5 0 0
  496 2947.5 0 0
  541.5 3360 0 0
  541.5 3360 0 0
  540.5 3360 0 0
  540.5 3360 0 0
  542 3360 0 0
  542 3360 0 0
  601 3877 0 0
  601 3877 0 0
  681 4566 0 0
  681 4566 0 0
  681.5 4566 0 0
  681.5 4566 0 0
  796.5 5575 0.523575 0.535195
  796.5 5575 0.666932 0.680952
  846.5 6029 0.666932 0.680952
  846.5 6029 0.666932 0.680952
  1021.5 7572.5 0.793325 0.804603
  1021.5 7572.5 0.883805 0.893439
  1213.5 9279 0.94575 0.951002
  1213.5 9279 1.14907 1.14598
  1296.5 9971.5 1.14907 1.14598
  1296.5 9971.5 1.14907 1.14598
  1271 9751.5 1.14907 1.14598
  1271 9751.5 1.14907 1.14598
  1285.5 9854 1.14907 1.14598
  1285.5 9854 1.14907 1.14598
  1262 9703.5 1.14907 1.14598
  1262 9703.5 1.14907 1.14598
  1277.5 9842 1.14907 1.14598
  1277.5 9842 1.14907 1.14598
  1260.5 9684 1.14907 1.14598
  1260.5 9684 1.14907 1.14598
  1259.5 9684 1.14907 1.14598
  1259.5 9684 1.14907 1.14598
  1278.5 9854.5 1.14907 1.14598
  1278.5 9854.5 1.14907 1.14598
  1268.5 9854.5 1.14907 1.14598
  1268.5 9854.5 1.14907 1.14598
  1276 9854.5 1.14907 1.14598
  1276 9854.5 1.14907 1.14598
  1254 9685 1.14907 1.14598
  1254 9685 1.14907 1.14598
  1258.5 9740 1.14907 1.14598
  1258.5 9740 1.14907 1.14598
  1238 9549.5 1.14907 1.14598
  1238 9549.5 1.14907 1.14598
  1209 9308.5 1.06119 1.06202
  1209 9308.5 1.06119 1.06202
  1426 11212.5 1.06119 1.06202
