        Date        scalerS2b  scalerS16b IPM2C21A IPM2C24A
2021-12-07 02:19:52       400 1.38549e+07        0        0
2021-12-07 02:19:53       408 1.38549e+07        0        0
2021-12-07 02:19:54       407 1.38549e+07        0        0
2021-12-07 02:19:55     46042 1.38549e+07        0        0
2021-12-07 02:19:56     81605 1.38549e+07     1.95   0.6162
2021-12-07 02:19:57     79870 1.38549e+07      3.9   1.5405
2021-12-07 02:19:58     80572 1.38549e+07      7.8    3.081
2021-12-07 02:19:59     80539 1.38549e+07     19.5    6.162
2021-12-07 02:20:00     79590 1.38549e+07       39   15.405
2021-12-07 02:20:01     79462 1.38549e+07       78    30.81
2021-12-07 02:20:02     79381 1.38549e+07  135.226    61.62
2021-12-07 02:20:03     80253 1.38549e+07  145.398  130.023
2021-12-07 02:20:04     81188 1.38549e+07   92.378  141.592
2021-12-07 02:20:05     81016 1.38549e+07   93.405  133.418
2021-12-07 02:20:06     81965 1.38549e+07   92.443  90.3657
2021-12-07 02:20:07     80456 1.38549e+07  94.2565  89.5133
2021-12-07 02:20:08     81042 1.38549e+07  92.4105  91.0127
2021-12-07 02:20:09     81713 1.38549e+07  92.9695   89.462
2021-12-07 02:20:10     82410 1.38549e+07  93.4245   89.462
2021-12-07 02:20:11     80896 1.38549e+07  94.2695  91.0949
2021-12-07 02:20:12     80769 1.38549e+07  93.0475  90.3965
2021-12-07 02:20:13     80175 1.38549e+07  93.0995  90.4479
2021-12-07 02:20:14     79600 1.38549e+07  91.6045  89.1949
2021-12-07 02:20:15     79600 1.38549e+07   91.741  88.5377
2021-12-07 02:20:16     81389 1.38549e+07  91.7995   88.209
2021-12-07 02:20:17     79943 1.38549e+07   92.248  89.8214
2021-12-07 02:20:18     81282 1.38549e+07   93.041  88.8047
2021-12-07 02:20:19     81632 1.38549e+07  93.5805  89.9755
2021-12-07 02:20:20     80140 1.38549e+07  92.8655  90.6738
2021-12-07 02:20:21     80504 1.38549e+07  92.9305  89.1025
2021-12-07 02:20:22     81657 1.38549e+07  92.3975   89.349
2021-12-07 02:20:23     80060 1.38549e+07   93.158  90.3657
2021-12-07 02:20:24     81083 1.38549e+07   92.287  89.1128
2021-12-07 02:20:25     80305 1.38549e+07   92.118  89.6674
2021-12-07 02:20:26     80067 1.38549e+07  92.4365  88.6917
2021-12-07 02:20:27     80087 1.38549e+07  91.0455  89.0204
2021-12-07 02:20:28     80464 1.38549e+07  92.4105  88.2398
2021-12-07 02:20:29     80132 1.38549e+07   92.066  89.3695
2021-12-07 02:20:30     80592 1.38549e+07  91.2275  88.5685
2021-12-07 02:20:31     80349 1.38549e+07   93.028  88.9895
2021-12-07 02:20:32     81128 1.38549e+07  92.0985  89.6057
2021-12-07 02:20:33     81355 1.38549e+07    93.21  89.6057
2021-12-07 02:20:34     80764 1.38549e+07   93.522  90.0782
2021-12-07 02:20:35     80887 1.38549e+07  92.8265  90.4992
2021-12-07 02:20:36     80205 1.38549e+07  92.2155  89.4209
2021-12-07 02:20:37     81543 1.38549e+07   92.365  88.5993
2021-12-07 02:20:38     81279 1.38549e+07   93.405  90.5403
2021-12-07 02:20:39     79223 1.38549e+07  93.1775  90.3863
2021-12-07 02:20:40     80317 1.38549e+07  91.3055  89.5236
2021-12-07 02:20:41     81458 1.38549e+07   92.521   88.209
2021-12-07 02:20:42     81138 1.38549e+07  92.9305  89.8111
2021-12-07 02:20:43     81954 1.38549e+07   93.236  89.5339
2021-12-07 02:20:44     81283 1.38549e+07  93.1255  90.3965
2021-12-07 02:20:45     81572 1.38549e+07  93.2425  89.9652
2021-12-07 02:20:46     81572 1.38549e+07   93.496  90.4684
2021-12-07 02:20:47     81982 1.38549e+07   93.964  90.6533
2021-12-07 02:20:48     81699 1.38549e+07  94.1005  90.6533
2021-12-07 02:20:49     81864 1.38549e+07  93.6195  90.4068
2021-12-07 02:20:50     80076 1.38549e+07  93.0085  90.6533
2021-12-07 02:20:51     81176 1.38549e+07  92.1375   89.236
2021-12-07 02:20:52     80944 1.38549e+07   92.313   89.349
2021-12-07 02:20:53     82137 1.38549e+07     93.6  89.5339
2021-12-07 02:20:54     82139 1.38549e+07  94.6465  91.0025
2021-12-07 02:20:55     83030 1.38549e+07  93.7365  91.2695
2021-12-07 02:20:56     82760 1.38549e+07   95.017  91.4133
2021-12-07 02:20:57     82612 1.38549e+07  95.1795  91.4133
2021-12-07 02:20:58     81496 1.38549e+07  94.2695  91.8241
2021-12-07 02:20:59     82043 1.38549e+07   93.353  90.4068
2021-12-07 02:21:00     81232 1.38549e+07   93.782  90.7457
2021-12-07 02:21:01     82207 1.38549e+07   93.314  90.2014
2021-12-07 02:21:02     81203 1.38549e+07   94.419  90.8895
2021-12-07 02:21:03     79949 1.38549e+07  92.8785  90.5814
2021-12-07 02:21:04     81194 1.38549e+07   91.663  89.0101
2021-12-07 02:21:05     80837 1.38549e+07   93.054  88.6506
2021-12-07 02:21:06     81635 1.38549e+07   93.054  90.6122
2021-12-07 02:21:07     79953 1.38549e+07    92.69  88.7944
2021-12-07 02:21:08     80461 1.38549e+07  92.5275  89.8522
2021-12-07 02:21:09     82353 1.38549e+07  92.4495   89.729
2021-12-07 02:21:10     80596 1.38549e+07  93.8405   89.729
2021-12-07 02:21:11     80605 1.38549e+07  93.2815  91.3208
2021-12-07 02:21:12     81476 1.38549e+07   92.144  88.7636
2021-12-07 02:21:13     80395 1.38549e+07   93.379  89.5749
2021-12-07 02:21:14     79445 1.38549e+07  92.5275  90.2528
2021-12-07 02:21:15     80922 1.38549e+07  90.8505  88.0242
2021-12-07 02:21:16     80685 1.38549e+07  92.6055  89.0204
2021-12-07 02:21:17     80685 1.38549e+07  92.7615  90.0165
2021-12-07 02:21:18     78617 1.38549e+07   91.286  88.6198
2021-12-07 02:21:19     80310 1.38549e+07   91.416  87.7366
