time beam_stop.RBV
1516186789.143 65.64122009277
1516186789.243 65.3923034668
1516186789.343 65.14337921143
1516186789.443 64.89192199707
1516186789.543 64.6429977417
1516186789.643 64.39154052734
1516186789.743 64.14261627197
1516186789.843 63.893699646
1516186789.943 63.64223861694
1516186790.043 63.39078140259
1516186790.143 63.14440155029
1516186790.243 62.89294052124
1516186790.343 62.64402008057
1516186790.443 62.39255905151
1516186790.543 62.14363861084
1516186790.643 61.89218139648
1516186790.743 61.64326095581
1516186790.843 61.39434051514
1516186790.943 61.14287948608
1516186791.043 60.89395904541
1516186791.143 60.64503860474
1516186791.243 60.39358139038
1516186791.343 60.14466094971
1516186791.443 59.89319992065
1516186791.543 59.64427947998
1516186791.643 59.39281845093
1516186791.743 59.14390182495
1516186791.843 58.89498138428
1516186791.943 58.64352035522
1516186792.043 58.39459991455
1516186792.143 58.14567947388
1516186792.243 57.89421844482
1516186792.343 57.64530181885
1516186792.443 57.39384078979
1516186792.543 57.14492034912
1516186792.643 56.89345932007
1516186792.743 56.64453887939
1516186792.843 56.39308166504
1516186792.943 56.14416122437
1516186793.043 55.89524078369
1516186793.143 55.64632034302
1516186793.243 55.39485931396
1516186793.343 55.14593887329
1516186793.443 54.89448165894
1516186793.543 54.64556121826
1516186793.643 54.39410018921
1516186793.743 54.14517974854
1516186793.843 53.89625930786
1516186793.943 53.64479827881
1516186794.043 53.39588165283
1516186794.143 53.14696121216
1516186794.243 52.89550018311
1516186794.343 52.64657974243
1516186794.443 52.39511871338
1516186794.543 52.14619827271
1516186794.643 51.89474105835
1516186794.743 51.64582061768
1516186794.843 51.396900177
1516186794.943 51.14543914795
1516186795.043 50.89651870728
1516186795.143 50.6475982666
1516186795.243 50.39614105225
1516186795.343 50.14722061157
1516186795.443 49.89575958252
1516186795.543 49.64683914185
1516186795.643 49.39537811279
1516186795.743 49.14646148682
1516186795.843 48.89754104614
1516186795.943 48.64608001709
1516186796.043 48.39715957642
1516186796.143 48.14823913574
1516186796.243 47.89677810669
1516186796.426 47.51831817627
1516186796.559 47.19065856934
1516186796.626 46.93920135498
1516186796.726 46.69028091431
1516186796.826 46.44136047363
1516186796.926 46.18989944458
1516186797.026 45.94097900391
1516186797.126 45.68952178955
1516186797.226 45.44060134888
1516186797.326 45.1916809082
1516186797.426 44.94021987915
1516186797.526 44.69129943848
1516186797.626 44.43983840942
1516186797.726 44.19092178345
1516186797.826 43.94200134277
1516186797.926 43.68799972534
1516186798.026 43.44161987305
1516186798.126 43.19015884399
1516186798.226 42.94123840332
1516186798.326 42.69232177734
1516186798.426 42.44086074829
1516186798.526 42.19194030762
1516186798.626 41.94047927856
1516186798.726 41.69155883789
1516186798.826 41.44263839722
1516186798.926 41.19118118286
1516186799.026 40.94226074219
1516186799.126 40.68064117432
1516186799.226 40.44187927246
1516186799.326 40.19295883179
1516186799.426 39.94150161743
1516186799.526 39.69258117676
1516186799.626 39.44112014771
1516186799.726 39.19219970703
1516186799.826 38.94327926636
1516186799.926 38.6918182373
1516186800.026 38.44290161133
1516186800.126 38.19398117065
1516186800.226 37.9425201416
1516186800.326 37.69359970093
1516186800.426 37.44213867188
1516186800.526 37.1932182312
1516186800.626 36.94430160522
1516186800.726 36.69284057617
1516186800.826 36.4439201355
1516186800.926 36.19245910645
1516186801.026 35.94353866577
1516186801.126 35.6946182251
1516186801.226 35.44316101074
1516186801.326 35.19424057007
1516186801.426 34.94277954102
1516186801.526 34.69385910034
1516186801.626 34.44493865967
1516186801.726 34.19348144531
1516186801.826 33.94456100464
1516186801.926 33.69309997559
1516186802.026 33.44417953491
1516186802.126 33.19271850586
1516186802.226 32.94380187988
1516186802.326 32.69488143921
1516186802.426 32.44342041016
1516186802.526 32.19449996948
1516186802.626 31.94304084778
1516186802.726 31.6941204071
1516186802.826 31.44519996643
1516186802.926 31.19374084473
1516186803.026 30.94482040405
1516186803.126 30.693359375
1516186803.226 30.44444084167
1516186803.326 30.195520401
1516186803.426 29.94405937195
1516186803.526 29.69514083862
1516186803.626 29.44367980957
1516186803.726 29.1947593689
1516186803.826 28.94584083557
1516186803.926 28.69437980652
1516186804.026 28.44038009644
1516186804.126 28.18383979797
1516186804.226 27.94507980347
1516186804.326 27.69615936279
1516186804.426 27.44470024109
1516186804.526 27.19577980042
1516186804.626 26.94685935974
1516186804.726 26.69540023804
1516186804.826 26.44647979736
1516186804.926 26.19502067566
1516186805.026 25.94610023499
1516186805.126 25.69717979431
1516186805.226 25.44572067261
1516186805.326 25.19680023193
1516186805.426 24.94533920288
1516186805.526 24.69642066956
1516186805.626 24.44750022888
1516186805.726 24.19603919983
1516186805.826 23.9471206665
1516186805.926 23.69565963745
1516186806.026 23.44673919678
1516186806.126 23.19782066345
1516186806.226 22.9463596344
1516186806.326 22.69743919373
1516186806.426 22.44598007202
1516186806.526 22.19705963135
1516186806.626 21.94813919067
1516186806.793 21.55698013306
1516186806.959 21.23694038391
1516186807.009 20.98801994324
1516186807.109 20.73909950256
1516186807.209 20.48764038086
1516186807.309 20.23871994019
1516186807.409 19.98979949951
1516186807.509 19.73834037781
1516186807.609 19.48941993713
1516186807.709 19.23796081543
1516186807.809 18.98904037476
1516186807.909 18.74011993408
1516186808.009 18.48866081238
1516186808.109 18.2397403717
1516186808.209 17.98827934265
1516186808.309 17.73936080933
1516186808.409 17.49044036865
1516186808.509 17.2389793396
1516186808.609 16.99006080627
1516186808.709 16.73859977722
1516186808.809 16.48967933655
1516186808.909 16.24076080322
1516186809.009 15.98929977417
1516186809.109 15.74038028717
1516186809.209 15.48892021179
1516186809.309 15.23999977112
1516186809.409 14.99108028412
1516186809.509 14.73962020874
1516186809.609 14.49069976807
1516186809.709 14.23923969269
1516186809.809 13.99032020569
1516186809.909 13.74139976501
1516186810.009 13.48993968964
1516186810.109 13.24102020264
1516186810.209 12.98956012726
1516186810.309 12.74063968658
1516186810.409 12.49172019958
1516186810.509 12.24026012421
1516186810.609 11.99133968353
1516186810.709 11.73987960815
1516186810.809 11.49096012115
1516186810.909 11.24203968048
1516186811.009 10.9905796051
1516186811.109 10.7416601181
1516186811.209 10.49020004272
1516186811.309 10.24127960205
1516186811.409 9.992360115051
1516186811.509 9.740900039673
1516186811.609 9.491979598999
1516186811.709 9.240519523621
1516186811.809 8.991600036621
1516186811.909 8.742679595947
1516186812.009 8.491220474243
1516186812.109 8.242300033569
1516186812.209 7.990839958191
1516186812.309 7.741919994354
1516186812.409 7.493000030518
1516186812.509 7.241539955139
1516186812.609 6.992619991302
1516186812.709 6.741159915924
1516186812.809 6.492239952087
1516186812.909 6.243319988251
1516186813.009 5.991859912872
1516186813.109 5.742939949036
1516186813.209 5.491479873657
1516186813.309 5.242559909821
1516186813.409 4.993639945984
1516186813.509 4.742179870605
1516186813.609 4.493259906769
1516186813.709 4.24179983139
1516186813.809 3.992880105972
1516186813.909 3.743959903717
1516186814.009 3.492500066757
1516186814.109 3.243580102921
1516186814.209 2.992120027542
1516186814.309 2.743200063705
1516186814.409 2.494280099869
1516186814.509 2.24282002449
1516186814.609 1.993899941444
1516186814.709 1.742439985275
1516186814.809 1.493520021439
1516186814.909 1.244600057602
1516186815.009 0.9931399822235
1516186815.109 0.7391399741173
1516186815.209 0.4952999949455
1516186815.309 0.2438399940729
1516186815.409 -0.00254000001587

1516186815.509 0
1516188328.838 0.09651999920607
1516188328.938 0.3454400002956
1516188329.038 0.5943599939346
1516188329.138 0.8432800173759
1516188329.238 1.09474003315
1516188329.338 1.343659996986
1516188329.438 1.595119953156
1516188329.538 1.844040036201
1516188329.638 2.092959880829
1516188329.988 2.560319900513
1516188330.007 2.994659900665
1516188330.088 3.218179941177
1516188330.188 3.469640016556
1516188330.288 3.718559980392
1516188330.388 3.970020055771
1516188330.488 4.218939781189
1516188330.588 4.470399856567
1516188330.688 4.719319820404
1516188330.788 4.968239784241
1516188330.888 5.217160224915
1516188330.988 5.468619823456
1516188331.088 5.717539787292
1516188331.188 5.968999862671
1516188331.288 6.217919826508
1516188331.388 6.469379901886
1516188331.488 6.718299865723
1516188331.588 6.967219829559
1516188331.688 7.218679904938
1516188331.788 7.467599868774
1516188331.888 7.716519832611
1516188331.988 7.96797990799
1516188332.088 8.216899871826
1516188332.188 8.468359947205
1516188332.288 8.717280387878
1516188332.388 8.968740463257
1516188332.488 9.217659950256
1516188332.588 9.46658039093
1516188332.688 9.718040466309
1516188332.788 9.966959953308
1516188332.888 10.21588039398
1516188332.988 10.46734046936
1516188333.088 10.71625995636
1516188333.188 10.96772003174
1516188333.288 11.21664047241
1516188333.388 11.46809959412
1516188333.488 11.71702003479
1516188333.588 11.96594047546
1516188333.688 12.21739959717
1516188333.788 12.46632003784
1516188333.888 12.71523952484
1516188333.988 12.96669960022
1516188334.088 13.21562004089
1516188334.188 13.46708011627
1516188334.288 13.71599960327
1516188334.388 13.96745967865
1516188334.488 14.21638011932
1516188334.588 14.46529960632
1516188334.688 14.7167596817
1516188334.788 14.96568012238
1516188334.888 15.21459960938
1516188334.988 15.46605968475
1516188335.088 15.71498012543
1516188335.188 15.96644020081
1516188335.288 16.21536064148
1516188335.388 16.46681976318
1516188335.488 16.71574020386
1516188335.588 16.96466064453
1516188335.688 17.21611976624
1516188335.788 17.46504020691
1516188335.888 17.71396064758
1516188335.988 17.96541976929
1516188336.088 18.21434020996
1516188336.188 18.46579933167
1516188336.288 18.71471977234
1516188336.388 18.96618080139
1516188336.488 19.21509933472
1516188336.589 19.46401977539
1516188336.689 19.71548080444
1516188336.789 19.96439933777
1516188336.889 20.21331977844
1516188336.989 20.4647808075
1516188337.089 20.71369934082
1516188337.189 20.96516036987
1516188337.289 21.21408081055
1516188337.389 21.46553993225
1516188337.489 21.71446037292
1516188337.589 21.9633808136
1516188337.689 22.21229934692
1516188337.789 22.46376037598
1516188337.889 22.71268081665
1516188337.989 22.96413993835
1516188338.089 23.21306037903
1516188338.189 23.46451950073
1516188338.289 23.71343994141
1516188338.389 23.96489906311
1516188338.489 24.21381950378
1516188338.589 24.46273994446
1516188338.689 24.71166038513
1516188338.789 24.96311950684
1516188338.889 25.21203994751
1516188338.989 25.46349906921
1516188339.089 25.71241950989
1516188339.189 25.96388053894
1516188339.289 26.21279907227
1516188339.389 26.46426010132
1516188339.489 26.71318054199
1516188339.589 26.96209907532
1516188339.689 27.21101951599
1516188339.789 27.46248054504
1516188339.889 27.71139907837
1516188339.989 27.96286010742
1516188340.339 28.42514038086
1516188340.361 28.85947990417
1516188340.439 29.08554077148
1516188340.539 29.33699989319
1516188340.639 29.58592033386
1516188340.739 29.83737945557
1516188340.839 30.08629989624
1516188340.939 30.33522033691
1516188341.039 30.58667945862
1516188341.139 30.83559989929
1516188341.239 31.08706092834
1516188341.339 31.33597946167
1516188341.439 31.58489990234
1516188341.539 31.8363609314
1516188341.639 32.08528137207
1516188341.739 32.33673858643
1516188341.839 32.5856590271
1516188341.939 32.83457946777
1516188342.039 33.08604049683
1516188342.139 33.3349609375
1516188342.239 33.58641815186
1516188342.339 33.83533859253
1516188342.439 34.0842590332
1516188342.539 34.33572006226
1516188342.639 34.58464050293
1516188342.739 34.83610153198
1516188342.839 35.08501815796
1516188342.939 35.33393859863
1516188343.039 35.58539962769
1516188343.139 35.83432006836
1516188343.239 36.08578109741
1516188343.339 36.33470153809
1516188343.439 36.58615875244
1516188343.539 36.83507919312
1516188343.639 37.08399963379
1516188343.739 37.33546066284
1516188343.839 37.58438110352
1516188343.939 37.83583831787
1516188344.039 38.08475875854
1516188344.139 38.33367919922
1516188344.239 38.58514022827
1516188344.339 38.83406066895
1516188344.439 39.085521698
1516188344.539 39.33443832397
1516188344.639 39.58335876465
1516188344.739 39.8348197937
