time beam_stop.RBV
1516188344.839 40.08374023438
1516188344.939 40.33520126343
1516188345.039 40.5841217041
1516188345.139 40.83303833008
1516188345.239 41.08449935913
1516188345.339 41.33850097656
1516188345.439 41.58234024048
1516188345.539 41.83380126953
1516188345.639 42.08272171021
1516188345.739 42.33417892456
1516188345.839 42.58309936523
1516188345.939 42.83201980591
1516188346.039 43.08348083496
1516188346.139 43.33240127563
1516188346.239 43.58385848999
1516188346.339 43.83277893066
1516188346.439 44.08423995972
1516188346.539 44.33316040039
1516188346.639 44.58208084106
1516188346.739 44.83354187012
1516188346.839 45.08245849609
1516188346.939 45.33137893677
1516188347.039 45.58283996582
1516188347.139 45.83176040649
1516188347.239 46.08322143555
1516188347.339 46.33214187622
1516188347.439 46.5810585022
1516188347.539 46.83251953125
1516188347.639 47.08143997192
1516188347.739 47.33290100098
1516188347.839 47.58182144165
1516188347.939 47.83074188232
1516188348.039 48.08219909668
1516188348.139 48.33111953735
1516188348.239 48.58258056641
1516188348.339 48.83150100708
1516188348.439 49.08042144775
1516188348.539 49.33187866211
1516188348.639 49.58079910278
1516188348.739 49.83226013184
1516188348.839 50.08118057251
1516188348.939 50.33010101318
1516188349.039 50.58155822754
1516188349.139 50.83047866821
1516188349.239 51.08193969727
1516188349.339 51.33086013794
1516188349.439 51.58232116699
1516188349.539 51.83124160767
1516188349.639 52.08015823364
1516188349.739 52.3316192627
1516188349.839 52.58053970337
1516188349.939 52.82946014404
1516188350.039 53.0809211731
1516188350.139 53.32984161377
1516188350.239 53.58129882812
1516188350.339 53.8302192688
1516188350.556 54.30012130737
1516188350.706 54.7395401001
1516188350.789 54.95544052124
1516188350.889 55.20436096191
1516188350.989 55.45581817627
1516188351.089 55.70473861694
1516188351.189 55.956199646
1516188351.289 56.20512008667
1516188351.389 56.45658111572
1516188351.489 56.7055015564
1516188351.589 56.95441818237
1516188351.689 57.20333862305
1516188351.789 57.4547996521
1516188351.889 57.70372009277
1516188351.989 57.95518112183
1516188352.089 58.2041015625
1516188352.189 58.45555877686
1516188352.289 58.70447921753
1516188352.389 58.95594024658
1516188352.489 59.20486068726
1516188352.589 59.45378112793
1516188352.689 59.7027015686
1516188352.789 59.95415878296
1516188352.889 60.20307922363
1516188352.989 60.45454025269
1516188353.089 60.70346069336
1516188353.189 60.95492172241
1516188353.289 61.20383834839
1516188353.389 61.45529937744
1516188353.489 61.70421981812
1516188353.589 61.95314025879
1516188353.689 62.20206069946
1516188353.789 62.45352172852
1516188353.889 62.70243835449
1516188353.989 62.95389938354
1516188354.089 63.20281982422
1516188354.189 63.45428085327
1516188354.289 63.70320129395
1516188354.389 63.9546585083
1516188354.489 64.20358276367
1516188354.589 64.45249938965
1516188354.689 64.70142364502
1516188354.789 64.95288085938
1516188354.889 65.20179748535
1516188354.989 65.4532623291
1516188355.089 65.68186187744
1516188355.173 65.73265838623
1516188473.975 65.62344360352
1516188474.075 65.37451934814
1516188474.175 65.12560272217
1516188474.275 64.87413787842
1516188474.375 64.62522125244
1516188474.475 64.37629699707
1516188474.875 63.77431869507
1516188474.888 63.36029815674
1516188474.975 63.12662124634
1516188475.075 62.87516021729
1516188475.175 62.62623977661
1516188475.275 62.37477874756
1516188475.375 62.12585830688
1516188475.475 61.87186050415
1516188475.575 61.62548065186
1516188475.675 61.37656021118
1516188475.775 61.12509918213
1516188475.875 60.87617874146
1516188475.975 60.62725830078
1516188476.075 60.37580108643
1516188476.175 60.12688064575
1516188476.275 59.8754196167
1516188476.375 59.62649917603
1516188476.475 59.37757873535
1516188476.575 59.126121521
1516188476.675 58.87720108032
1516188476.775 58.62574005127
1516188476.875 58.3768196106
1516188476.975 58.12789916992
1516188477.075 57.87643814087
1516188477.175 57.62752151489
1516188477.275 57.37606048584
1516188477.375 57.12714004517
1516188477.475 56.87821960449
1516188477.575 56.62675857544
1516188477.675 56.37783813477
1516188477.775 56.12638092041
1516188477.875 55.87746047974
1516188477.975 55.62854003906
1516188478.075 55.37707901001
1516188478.175 55.12815856934
1516188478.275 54.87670135498
1516188478.375 54.62778091431
1516188478.475 54.37886047363
1516188478.575 54.12739944458
1516188478.675 53.87847900391
1516188478.775 53.62702178955
1516188478.875 53.37810134888
1516188478.975 53.1291809082
1516188479.075 52.87771987915
1516188479.175 52.62879943848
1516188479.275 52.37733840942
1516188479.375 52.12842178345
1516188479.475 51.87950134277
1516188479.575 51.62804031372
1516188479.675 51.37911987305
1516188479.775 51.12765884399
1516188479.875 50.87873840332
1516188479.975 50.62982177734
1516188480.075 50.37836074829
1516188480.175 50.12944030762
1516188480.275 49.87797927856
1516188480.375 49.62905883789
1516188480.475 49.38013839722
1516188480.575 49.12868118286
1516188480.675 48.87976074219
1516188480.775 48.62829971313
1516188480.875 48.37937927246
1516188480.975 48.13045883179
1516188481.075 47.87900161743
1516188481.175 47.63008117676
1516188481.275 47.37862014771
1516188481.375 47.12969970703
1516188481.475 46.88077926636
1516188481.575 46.62424087524
1516188481.675 46.38040161133
1516188481.775 46.12894058228
1516188481.875 45.8800201416
1516188481.975 45.63109970093
1516188482.075 45.37963867188
1516188482.175 45.1307182312
1516188482.275 44.87926101685
1516188482.375 44.63034057617
1516188482.475 44.3814201355
1516188482.575 44.12995910645
1516188482.675 43.88103866577
1516188482.775 43.62958145142
1516188482.875 43.38066101074
1516188482.975 43.13174057007
1516188483.075 42.88027954102
1516188483.175 42.63135910034
1516188483.275 42.37990188599
1516188483.375 42.13098144531
1516188483.475 41.88206100464
1516188483.575 41.63059997559
1516188483.675 41.38167953491
1516188483.775 41.13021850586
1516188483.875 40.88130187988
1516188483.975 40.63238143921
1516188484.075 40.38092041016
1516188484.175 40.13199996948
1516188484.275 39.88053894043
1516188484.375 39.63161849976
1516188484.475 39.38270187378
1516188484.575 39.13124084473
1516188484.675 38.87723922729
1516188484.775 38.63339996338
1516188484.875 38.38193893433
1516188485.108 37.91965866089
1516188485.242 37.47261810303
1516188485.325 37.25672149658
1516188485.425 37.00780105591
1516188485.525 36.75888061523
1516188485.625 36.50741958618
1516188485.725 36.25849914551
1516188485.825 36.00703811646
1516188485.925 35.75812149048
1516188486.025 35.5092010498
1516188486.125 35.25774002075
1516188486.225 35.00881958008
1516188486.325 34.75735855103
1516188486.425 34.50843811035
1516188486.525 34.25952148438
1516188486.625 34.00806045532
1516188486.725 33.75914001465
1516188486.825 33.5076789856
1516188486.925 33.25875854492
1516188487.025 33.00983810425
1516188487.125 32.75838088989
1516188487.225 32.50946044922
1516188487.325 32.26054000854
1516188487.425 32.00907897949
1516188487.525 31.76016044617
1516188487.625 31.50869941711
1516188487.725 31.25978088379
1516188487.825 31.00831985474
1516188487.925 30.75939941406
1516188488.025 30.51048088074
1516188488.125 30.25901985168
1516188488.225 30.01009941101
1516188488.325 29.75864028931
1516188488.425 29.50971984863
1516188488.525 29.26079940796
1516188488.625 29.00934028625
1516188488.725 28.76041984558
1516188488.825 28.50896072388
1516188488.925 28.2600402832
1516188489.025 28.01111984253
1516188489.125 27.75966072083
1516188489.225 27.51074028015
1516188489.325 27.26181983948
1516188489.425 27.01036071777
1516188489.525 26.7614402771
1516188489.625 26.50997924805
1516188489.725 26.26106071472
1516188489.825 26.00959968567
1516188489.925 25.760679245
1516188490.025 25.51176071167
1516188490.125 25.26029968262
1516188490.225 25.01137924194
1516188490.325 24.76246070862
1516188490.425 24.51099967957
1516188490.525 24.26207923889
1516188490.625 24.01062011719
1516188490.725 23.76169967651
1516188490.825 23.51024055481
1516188490.925 23.26132011414
1516188491.025 23.01239967346
1516188491.125 22.76094055176
1516188491.225 22.51202011108
1516188491.325 22.26055908203
1516188491.425 22.01164054871
1516188491.525 21.76272010803
1516188491.625 21.51125907898
1516188491.725 21.26234054565
1516188491.825 21.0108795166
1516188491.925 20.76195907593
1516188492.025 20.5130405426
1516188492.125 20.26157951355
1516188492.225 20.01265907288
1516188492.325 19.76374053955
1516188492.425 19.5122795105
1516188492.525 19.26335906982
1516188492.625 19.01189994812
1516188492.725 18.76297950745
1516188492.825 18.51405906677
1516188492.925 18.26259994507
1516188493.025 18.01367950439
1516188493.125 17.76222038269
1516188493.225 17.51329994202
1516188493.325 17.26437950134
1516188493.425 17.01292037964
1516188493.525 16.76399993896
1516188493.625 16.51254081726
1516188493.725 16.26362037659
1516188493.825 16.01469993591
1516188493.925 15.76323986053
1516188494.025 15.51432037354
1516188494.125 15.26286029816
1516188494.225 15.01393985748
1516188494.325 14.76502037048
1516188494.425 14.5135602951
1516188494.525 14.26463985443
1516188494.625 14.01317977905
1516188494.725 13.76426029205
1516188494.825 13.51280021667
1516188494.925 13.263879776
1516188495.025 13.014960289
1516188495.125 12.76350021362
1516188495.225 12.51457977295
1516188495.425 12.04467964172
1516188495.592 11.63827991486
1516188495.675 11.38936042786
1516188495.775 11.14043998718
1516188495.875 10.8889799118
1516188495.975 10.6400604248
1516188496.075 10.38860034943
1516188496.175 10.13967990875
1516188496.275 9.890760421753
1516188496.375 9.639300346375
1516188496.475 9.390379905701
1516188496.575 9.138919830322
1516188496.675 8.890000343323
1516188496.775 8.641079902649
1516188496.875 8.389619827271
1516188496.975 8.140700340271
1516188497.075 7.889239788055
1516188497.175 7.640319824219
1516188497.275 7.391399860382
1516188497.375 7.139939785004
1516188497.475 6.891019821167
1516188497.575 6.639560222626
1516188497.675 6.390639781952
1516188497.775 6.141719818115
1516188497.875 5.890260219574
1516188497.975 5.6413397789
1516188498.075 5.389880180359
1516188498.175 5.140960216522
1516188498.275 4.889500141144
1516188498.375 4.640580177307
1516188498.475 4.39166021347
1516188498.575 4.140200138092
1516188498.675 3.891279935837
1516188498.775 3.642359972
1516188498.875 3.390899896622
1516188498.975 3.141979932785
1516188499.075 2.890520095825
1516188499.175 2.64159989357
1516188499.275 2.392679929733
1516188499.375 2.141220092773
1516188499.475 1.892300009727
1516188499.575 1.640840053558
1516188499.675 1.391919970512
1516188499.775 1.143000006676
1516188499.875 0.886460006237
1516188499.975 0.6426200270653
1516188500.075 0.3911600112915
1516188500.175 0.1422400027514
1516188500.225 0
1516189517 0
