1516186810.126 4042.5
1516186818.259 4018.5
1516186820.293 19287.5
1516186822.326 148944
1516186824.359 146163.5
1516186826.393 181917.5
1516186828.426 231616.5
1516186830.459 287234.5
1516186832.493 348258
1516186834.526 411043.5
1516186836.56 461135
1516186838.594 452915
1516186840.627 457316
1516186844.694 465890.5
1516186848.76 457745
1516186852.827 453148.5
1516186856.894 459833.5
1516186858.927 457148.5
1516186860.96 463967.5
1516186862.994 466370
1516186865.027 462479
1516186867.06 460168.5
1516186869.094 462676.5
1516186871.127 465574
1516186873.16 463011.5
1516186875.194 454667
1516186877.227 436560
1516186879.26 4136
1516186881.294 4109.5
1516186883.327 4143
1516186885.36 4108
1516186889.427 4079
1516186893.494 4120.5
1516186895.527 4098
1516186899.595 4119
1516186901.628 4088
1516186903.662 4055.5
1516186905.695 4087
1516186909.762 4139.5
1516186911.795 4106.5
1516186915.862 4138
1516186917.895 4065
1516186919.928 4095.5
1516186921.962 4139.5
1516186926.028 4082.5
1516186930.095 4108
1516186932.128 4134
1516186934.162 4166
1516186936.195 4207
1516186938.228 4111
1516186944.328 4090
1516186948.395 4068
1516186960.596 4094.5
1516186962.63 4136.5
1516186970.763 4185
1516186974.83 4148.5
1516186980.93 4180
1516186982.963 144575.5
1516186984.996 214048.5
1516186989.063 219261.5
1516186993.13 216746.5
1516186999.23 217887.5
1516187001.263 220099.5
1516187005.33 217995
1516187007.363 220288.5
1516187013.463 218611.5
1516187015.496 219917
1516187017.531 218286
1516187039.897 213299.5
1516187041.931 215071
1516187043.964 216379.5
1516187045.997 218740
1516187048.031 214781
1516187050.064 218394
1516187058.197 223837.5
1516187060.231 218434
1516187062.264 215543
1516187064.297 217555.5
1516187068.364 214346
1516187070.397 219132
1516187074.464 217385.5
1516187078.532 220744.5
1516187082.599 218122.5
1516187086.665 219765
1516187088.699 218105.5
1516187090.732 57130.5
1516187092.765 4168.5
1516187094.799 4199.5
1516187098.865 4149.5
1516187100.899 4185
1516187104.965 4149.5
1516187111.065 4177.5
1516187115.132 4146
1516187117.165 4180.5
1516187119.199 134533.5
1516187121.232 209517.5
1516187123.265 214464
1516187127.332 218693.5
1516187129.365 222081
1516187133.432 223612.5
1516187135.465 233694
1516187137.5 239462.5
1516187139.533 259827.5
1516187141.566 284618
1516187143.6 311156
1516187145.633 332215.5
1516187147.666 354134.5
1516187149.7 378973.5
1516187151.733 407570
1516187153.766 425351
1516187155.8 432269.5
1516187159.866 435240
1516187161.9 430739.5
1516187163.933 427323.5
1516187168 436593.5
1516187170.033 430383.5
1516187172.066 423807.5
1516187174.1 420481.5
1516187178.166 410586
1516187180.2 421404.5
1516187182.233 432041.5
1516187184.266 415852.5
1516187186.3 419936.5
1516187188.333 422695
1516187190.366 414412.5
1516187192.4 426944
1516187196.466 439069.5
1516187200.534 432443
1516187202.568 436696
1516187204.601 423335.5
1516187206.634 418830.5
1516187208.668 428409.5
1516187210.701 424871.5
1516187212.734 441779
1516187218.834 445424
1516187222.901 439722
1516187224.934 446268.5
1516187226.968 454881.5
1516187229.001 451450.5
1516187231.034 458472
1516187233.068 441319.5
1516187235.101 454147
1516187237.134 451255
1516187241.201 442322
1516187243.234 446774
1516187247.301 451798
1516187249.334 461449.5
1516187253.401 470531.5
1516187255.434 461187.5
1516187257.469 455884.5
1516187259.502 465730
1516187261.535 453222.5
1516187263.569 463746.5
1516187265.602 460673
1516187267.635 465985.5
1516187269.669 462856.5
1516187273.735 454116.5
1516187275.769 465109
1516187277.802 449605
1516187279.835 460213.5
1516187281.869 463499.5
1516187285.935 456446
1516187290.002 446873.5
1516187292.035 459999.5
1516187294.069 455756
1516187296.102 447284
1516187298.135 453966.5
1516187300.169 447356.5
1516187304.235 445121.5
1516187306.269 442326
1516187308.302 446194
1516187310.335 442959
1516187314.402 448617
1516187318.47 453510.5
1516187322.537 448788
1516187324.57 442267
1516187326.603 447845.5
1516187330.67 452537.5
1516187332.703 441156
1516187334.737 445464
1516187336.77 440106.5
1516187342.87 448446.5
1516187344.903 446162
1516187348.97 443731.5
1516187353.037 448905
1516187357.103 454700
1516187359.137 449447.5
1516187361.17 444889.5
1516187363.203 433572
1516187365.237 413334.5
1516187367.27 375265.5
1516187369.303 351001
1516187371.337 318539
1516187373.37 295356
1516187375.403 276498
1516187377.438 258452
1516187379.471 241638.5
1516187381.504 235403.5
1516187383.538 238295
1516187385.571 231954
1516187387.604 234759
1516187389.638 238607.5
1516187393.704 230935
1516187399.804 228243.5
1516187401.838 233526
1516187405.904 232218
1516187407.938 234928.5
1516187412.004 231904.5
1516187414.038 235630.5
1516187418.104 233400.5
1516187420.138 235307.5
1516187424.204 231976
1516187426.238 233333
1516187428.271 230797
1516187430.304 232624
1516187432.338 236738.5
1516187434.371 232480
1516187436.404 239281
1516187438.439 236683.5
1516187440.472 232119.5
1516187442.506 234775.5
1516187444.539 236781
1516187446.572 238918
1516187448.606 231570
1516187450.639 234937
1516187452.672 237053.5
1516187456.739 234081
1516187464.872 237949.5
1516187466.906 234616
1516187468.939 235823.5
1516187470.972 232848
1516187473.006 226353
1516187475.039 224188
1516187477.072 231159
1516187481.139 234225.5
1516187483.172 232298.5
1516187487.239 235476
1516187493.339 231452
1516187495.372 225926
1516187497.407 232297
1516187499.44 235656
1516187501.473 238444
1516187503.507 233102
1516187509.607 240198.5
1516187515.707 237333.5
1516187517.74 232738
1516187521.807 234521
1516187523.84 237625
1516187527.907 234070
1516187529.94 236562.5
1516187534.007 234345.5
1516187536.04 239869.5
1516187538.073 236630.5
1516187540.107 234336.5
1516187542.14 239737.5
1516187544.173 236235
1516187546.207 238068.5
1516187550.273 236793
1516187554.34 238796
1516187558.408 240797.5
1516187562.474 237692
1516187564.508 233432
1516187566.541 237895
1516187568.574 241363.5
1516187570.608 242576.5
1516187572.641 238195.5
1516187574.674 241946
1516187576.708 238913
1516187580.774 240449.5
1516187582.808 238933
1516187584.841 242387
1516187586.874 240886
1516187588.908 245125.5
1516187590.941 241905.5
1516187592.974 240458
1516187595.008 238929.5
1516187603.141 237424
1516187605.174 238924.5
1516187609.241 234750
1516187611.274 238453.5
1516187615.341 237232.5
1516187617.376 239480
1516187621.442 242701
1516187623.476 240816
1516187625.509 237474
1516187631.609 233591
1516187633.642 230551.5
1516187635.676 232477.5
1516187639.742 237321
1516187645.842 235503
1516187647.876 238054
1516187651.942 236325.5
1516187653.976 233579.5
1516187656.009 236834.5
1516187660.076 233210
1516187662.109 230997.5
1516187664.142 234157
1516187674.309 235535
1516187678.377 234189.5
1516187682.443 229203.5
1516187684.477 230483
1516187688.543 233372
1516187690.577 237326.5
1516187694.643 233501.5
1516187696.677 231581.5
1516187698.71 233953
1516187706.843 235451
1516187708.877 237016.5
1516187710.91 238206
1516187712.943 234211.5
1516187717.01 230087.5
1516187719.043 237273.5
1516187723.11 231561.5
1516187725.143 237007
1516187727.177 240349.5
1516187729.21 229452.5
1516187731.243 232611
1516187733.277 228588.5
1516187737.345 235337
1516187741.411 228502.5
1516187743.445 230088
1516187745.478 231967.5
1516187749.545 226299.5
1516187751.578 230025
1516187753.611 228189.5
1516187755.645 226282.5
1516187757.678 231552
1516187761.745 234736
1516187763.778 228793.5
1516187767.845 226534
1516187771.911 231694.5
1516187773.945 226920.5
1516187775.978 229572
1516187778.011 223654.5
1516187780.045 222374.5
1516187786.145 220232.5
1516187790.211 221984
1516187792.245 220637
1516187794.278 225796
1516187796.311 228180
1516187798.346 229827
1516187812.579 234277
1516187814.612 232187
1516187816.646 223566.5
1516187818.679 226068.5
1516187820.712 228420
1516187822.746 230154
1516187824.779 236093.5
1516187828.846 234009
1516187830.879 231197
1516187832.912 232478
1516187836.979 237996
1516187841.046 239857
1516187843.079 236531
1516187845.112 234161.5
1516187849.179 236340
1516187857.313 234796.5
1516187861.38 233622
1516187867.48 238645
1516187869.513 235469
1516187873.58 236782.5
1516187875.613 233252
1516187879.68 227004
1516187881.713 232858.5
1516187883.747 230404
1516187887.813 233680
1516187889.847 226856.5
1516187891.88 230300.5
1516187895.947 232978
1516187900.03 231205.5
1516187910.197 229552
1516187912.23 233861.5
1516187914.263 230248
1516187916.297 225023
1516187924.431 230896
1516187926.465 232084
1516187928.498 230293
1516187930.531 227356
1516187934.598 224999.5
1516187940.698 228183.5
1516187942.731 232540.5
1516187944.765 228081
1516187946.798 229893.5
1516187948.831 225827
1516187950.865 229719
1516187952.898 234640.5
1516187956.965 228199
1516187965.098 229343
1516187967.131 225919
1516187971.198 228682
1516187975.265 224296.5
1516187977.299 225879
1516187979.332 231625.5
1516187983.399 229492.5
1516187985.432 226145
1516187989.499 229773
1516187991.532 224791.5
1516187997.632 231529
1516187999.666 227685
1516188001.699 229226.5
1516188003.732 232164
1516188007.799 229384
1516188011.866 225797
1516188015.932 221515.5
1516188017.966 225191.5
1516188019.999 231740.5
1516188024.066 230152.5
1516188030.166 233549.5
1516188032.199 228689.5
1516188040.333 234213
1516188042.367 227368
1516188046.433 226126
1516188048.467 231677.5
1516188050.5 227531
1516188052.533 225715.5
1516188054.567 224502
1516188056.6 231615
1516188066.767 234755.5
1516188070.833 231710.5
1516188074.9 234706.5
1516188076.933 236121
1516188078.967 232217
1516188083.033 234049
1516188085.067 229781
1516188089.133 232287.5
1516188091.167 233515
1516188093.2 236252
1516188097.268 230704.5
1516188103.368 229079
1516188113.535 230989.5
1516188117.601 232861.5
1516188119.635 236662
1516188123.701 230531.5
1516188125.735 232831
1516188127.768 236090.5
1516188129.801 231943
1516188131.835 228484.5
1516188133.868 227096.5
1516188135.901 230442
1516188142.001 224567.5
1516188144.035 228274
1516188148.101 224562
1516188152.168 226551.5
1516188154.201 230095.5
1516188156.235 227566
1516188158.269 230793
1516188162.336 228870
1516188164.369 233760.5
1516188168.436 229433.5
1516188170.469 226968.5
1516188172.502 224681.5
1516188174.536 226167
1516188176.569 231967
1516188178.602 229365.5
1516188180.636 226226
1516188188.769 227614
1516188192.836 223119.5
1516188194.869 226865.5
1516188196.902 225336
1516188207.069 223312
1516188209.102 225774.5
1516188211.136 227177
1516188213.169 224480
1516188215.202 226250.5
1516188217.237 224166.5
1516188219.27 221092
1516188221.303 222518
1516188223.337 224693.5
1516188225.37 221390.5
1516188229.437 226022
1516188233.503 230153.5
1516188235.537 225612
1516188239.603 220828.5
1516188241.637 225527.5
1516188245.703 226800.5
1516188247.737 224844.5
1516188249.77 226522
1516188251.803 230615
1516188253.837 232928.5
1516188255.87 227139.5
1516188257.903 223478
1516188259.937 228145.5
1516188266.037 229329.5
1516188270.103 227233
1516188276.203 222968.5
1516188278.238 225970
1516188280.271 230304.5
1516188282.305 228780.5
1516188284.338 226815.5
1516188288.405 232277
1516188290.438 247441.5
1516188292.471 269363.5
1516188294.505 289240
1516188296.538 307698
1516188298.571 327515
1516188300.605 333688.5
1516188302.638 336937
1516188304.671 334687.5
1516188306.705 341128
1516188312.805 336545
1516188314.838 341709
1516188316.871 338509.5
1516188320.938 51977.5

1516188501.908 782174.5
1516188503.942 853586
1516188505.975 893895
1516188508.008 944437.5
1516188512.075 919780.5
1516188516.142 907554.5
1516188520.21 926170.5
1516188526.31 907509.5
1516188528.343 902564.5
1516188530.376 923111.5
1516188534.443 939039.5
1516188538.51 933857
1516188540.543 920803.5
1516188542.576 927064.5
1516188544.61 916348.5
1516188546.643 923416.5
1516188548.676 929866
1516188554.776 936359.5
1516188556.81 916918.5
1516188564.943 932525
1516188569.01 941898
1516188571.043 906284
1516188573.076 927298.5
1516188575.11 936791.5
1516188577.144 924574.5
1516188581.211 908037.5
1516188583.244 923973.5
1516188585.277 911010
1516188587.311 927443
1516188589.344 937556
1516188591.377 915516.5
1516188593.411 933758
1516188595.444 924789.5
1516188597.477 937770.5
1516188599.511 950392.5
1516188601.544 932984.5
1516188603.577 917888
1516188607.644 910424
1516188609.677 918477
1516188611.711 933946
1516188613.744 949742
1516188615.777 931122
1516188619.844 918281.5
1516188625.944 911136
1516188632.044 919498.5
1516188634.077 905051.5
1516188636.111 886452
1516188642.212 905386
1516188644.245 899056.5
1516188646.279 913855
1516188648.312 902757
1516188650.345 909644
1516188652.379 892845.5
1516188654.412 910847
1516188656.445 918918.5
1516188658.479 904183
1516188660.512 888818
1516188662.545 884103.5
1516188664.579 926514
1516188666.612 931254.5
1516188668.645 921660
1516188670.679 946435.5
1516188674.745 903581
1516188676.779 925003.5
1516188678.812 917995.5
1516188684.912 927747.5
1516188686.945 892922
1516188688.979 917136
1516188691.012 952414
1516188695.079 920089.5
1516188697.113 951936.5
1516188701.18 973130
1516188703.213 959271
1516188705.247 943458.5
1516188707.28 963512.5
1516188709.313 954557.5
1516188711.347 943805.5
1516188713.38 937445.5
1516188715.413 923565.5
1516188717.447 917186
1516188719.48 944299
1516188721.513 936400
1516188725.58 943445
1516188727.613 937525.5
1516188729.647 914663.5
1516188731.68 906997.5
1516188733.713 923629.5
1516188737.78 932875.5
1516188739.813 928104.5
1516188741.847 936430
1516188745.913 957700.5
1516188749.98 952043
1516188752.013 961515.5
1516188754.047 966946.5
1516188758.114 975181
1516188760.148 982002
1516188762.181 968394.5
1516188764.214 959460.5
1516188766.248 974888
1516188768.281 958874.5
1516188770.314 946112.5
1516188772.348 962628
1516188774.381 977852.5
1516188776.414 954606.5
1516188778.448 947922.5
1516188780.481 969302.5
1516188782.514 978299
1516188784.548 963805
1516188786.581 950076
1516188788.614 970944
1516188796.748 963098
1516188798.781 968551
1516188800.814 955814.5
1516188802.848 949086
1516188804.881 528169.5
1516188806.914 4499.5
1516188808.948 4466
1516188810.981 4391
1516188815.048 4352
1516188819.116 260421
1516188821.149 955265.5
1516188823.182 960509.5
1516188827.249 969184.5
1516188829.282 980173.5
1516188833.349 986628
1516188835.382 977723
1516188837.416 967719.5
1516188839.449 979157
1516188841.482 989143.5
1516188847.582 980799
1516188853.682 961720.5
1516188855.716 988800.5
1516188861.816 975688
1516188863.849 982252
1516188865.882 988664
1516188876.049 963369.5
1516188878.084 979806.5
1516188882.15 995063.5
1516188886.217 984167
1516188894.35 989463.5
1516188898.417 979888.5
1516188900.45 990923.5
1516188902.484 978862.5
1516188906.55 994147
1516188908.584 983053
1516188910.617 994518.5
1516188914.684 982990.5
1516188916.717 990695.5
1516188920.784 980799
1516188922.817 986272.5
1516188924.85 993164
1516188928.917 982789
1516188930.95 961361
1516188932.984 981891.5
1516188937.051 989575
1516188941.118 983558.5
1516188943.151 995950.5
1516188945.185 989362
1516188947.218 975824
1516188951.285 983420.5
1516188959.418 990075.5
1516188967.551 984256.5
1516188971.618 972861
1516188973.651 984014.5
1516188975.685 990203
1516188977.718 980272.5
1516188987.885 990217.5
1516188989.918 976045.5
1516188991.951 971028.5
1516188993.985 961475.5
1516188996.018 986858.5
1516188998.052 996649.5
1516189000.086 991327.5
1516189002.119 983855
1516189004.152 974118
1516189008.219 994060.5
1516189010.252 999971.5
1516189014.319 986976
1516189016.352 993694.5
1516189020.419 984807
1516189022.452 999421.5
1516189024.486 991960.5
1516189028.552 998011
1516189030.586 981003
1516189034.652 970078
1516189036.686 978867.5
1516189038.719 967890
1516189042.786 975244.5
1516189044.819 990308.5
1516189048.886 970727
1516189054.986 958612
1516189057.02 950974.5
1516189059.054 970602.5
1516189061.087 952923
1516189065.154 966189
1516189067.187 954530.5
1516189069.22 961682.5
1516189071.254 951550
1516189075.32 943510
1516189077.354 948333
1516189081.42 935987.5
1516189087.52 948494.5
1516189091.587 941144.5
1516189093.62 952879.5
1516189097.687 957742
1516189099.72 963201
1516189101.754 945935.5
1516189105.82 952839
1516189113.954 940044
1516189115.987 946068.5
1516189120.055 964468.5
1516189122.088 952129.5
1516189126.155 957769.5
1516189128.188 946927.5
1516189132.255 970771.5
1516189134.288 956636.5
1516189136.321 951693.5
1516189138.355 957913.5
1516189140.388 952760.5
1516189142.421 940498
1516189144.455 953045
1516189146.488 966831.5
1516189148.521 973266
1516189150.555 952821
1516189152.588 929616
1516189154.621 922288
1516189156.655 937000
1516189158.688 929240.5
1516189162.755 944388
1516189164.788 915829
1516189168.855 931295
1516189170.888 936321
1516189174.955 929380.5
