265.5    0    0    0
267    0    0    0
267    0    0    0
266    0    0    0
266    0    0    0
266    0    0    0
6417    118512    0.78    1.49531
6417    118512    1.95    3.081
4971.5    87659.5    2.37939    3.66023
4971.5    87659.5    0.87815    0.818776
839    9839    0.62036    0
839    9839    0.62036    0
880.5    10553.5    0.62036    0.58426
880.5    10553.5    0.70083    0.58426
933    11552.5    0.70083    0.64701
933    11552.5    0.75569    0.64701
994    12610.5    0.75569    0.710325
994    12610.5    0.84591    0.710325
1074    13996    0.84591    0.797928
1074    13996    0.93054    0.797928
1150    15339    0.93054    0.873361
1150    15339    1.02349    0.873361
1253.5    17138.5    1.08875    0.982069
1253.5    17138.5    1.14582    1.03434
1346.5    18768    1.19665    1.03434
1346.5    18768    1.25593    1.13673
1486    21291    1.35187    1.22511
1486    21291    1.42415    1.29222
1597.5    23215    1.50345    2.11418
1597.5    23215    1.50345    1.37454
1653    24183    1.50345    1.37454
1653    24183    1.61538    1.46892
1802    26863    1.72185    1.56751
1802    26863    1.72185    1.56751
1930    29209    1.86264    1.69804
1930    29209    1.92673    1.75648
2114    32423.5    2.04425    1.86534
2114    32423.5    2.17048    1.98201
2308.5    35918.5    2.2945    2.09806
2308.5    35918.5    2.36782    2.1644
2448    38421    2.45518    2.24605
2448    38421    2.5272    2.31157
2560    40462    2.59428    2.37494
2560    40462    2.59428    2.37494
2749.5    44011    2.77238    2.54028
2749.5    44011    2.89523    4.25332
2636.5    41964.5    2.82841    2.58932
2636.5    41964.5    2.65161    2.42783
2563    40619    2.65161    2.42783
2563    40619    2.65161    2.42783
2598    41337.5    2.65161    2.42783
2598    41337.5    2.65161    2.42783
2691    43082    2.75938    2.52693
2691    43082    2.75938    2.52693
2750.5    44144    2.75938    2.52693
2750.5    44144    2.8574    2.61834
2773    44582    2.8574    2.61834
2773    44582    2.8574    2.61834
2783    44811.5    2.8574    2.61834
2783    44811.5    2.8574    2.61834
2766    44427    2.8574    2.61834
2766    44427    2.8574    2.61834
2782.5    44755    2.8574    2.61834
2782.5    44755    2.8574    2.61834
2830    45671.5    2.8574    2.61834
2830    45671.5    2.95308    2.7046
2830    45671.5    2.95308    2.7046
2904.5    46963.5    3.03615    2.7824
2904.5    46963.5    3.03615    2.7824
2947    47751    3.03615    2.7824
2947    47751    3.10258    2.84428
2977.5    48436    3.10258    2.84428
2977.5    48436    5.15905    2.95057
3269.5    53768    3.47132    3.19243
3269.5    53768    3.47132    3.19243
3266    53768    3.47132    3.19243
3266    53768    3.47132    3.19243
3322    54895.5    3.47132    3.19243
3322    54895.5    3.52495    3.19243
3352.5    55433    3.52495    3.2656
3352.5    55433    3.52495    3.2656
3323.5    54998    3.52495    3.2656
3323.5    54998    3.52495    3.2656
3572    59503    3.63122    3.34263
3572    59503    4.12913    3.80247
4011    67686    4.1951    3.86332
4011    67686    4.58445    4.22405
4445.5    75944.5    4.85388    4.47438
4445.5    75944.5    4.74435    4.37322
4365.5    74548    4.74435    4.37322
4365.5    74548    4.6891    4.32136
4411.5    75598.5    4.7866    4.41071
4411.5    75598.5    4.7866    4.41071
4356.5    74508.5    4.7866    4.41071
4356.5    74508.5    4.57372    4.21455
3578.5    60098.5    3.81842    3.51208
3578.5    60098.5    3.81842    3.51208
3605.5    60535.5    3.81842    3.51208
3605.5    60535.5    3.81842    3.51208
3582.5    59914    3.81842    3.51208
3582.5    59914    3.81842    3.51208
3780    63447    3.81842    3.51208
3780    63447    4.22435    3.88899
4035    68311.5    4.33518    3.99349
4035    68311.5    4.33518    3.99349
3994.5    67611.5    4.33518    3.99349
3994.5    67611.5    4.2666    3.93033
4313    73330.5    4.32802    3.98604
4313    73330.5    4.8958    4.51392
4688    80475.5    5.07195    4.67696
4688    80475.5    5.07195    4.67696
902    11621.5    2.56198    2.33976
902    11621.5    0    0
262    0    0    0
262    0    0    0
262.5    0    0    0
262.5    0    0    0
264.5    0    0    0
264.5    0    0    0
264.5    0    0    0
264.5    0    0    0
265    0    0    0
265    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
263.5    0    0    0
263.5    0    0    0
263    0    0    0
263    0    0    0
263.5    0    0    0
263.5    0    0    0
263.5    0    0    0
263.5    0    0    0
262.5    0    0    0
262.5    0    0    0
263    0    0    0
263    0    0    0
263    0    0    0
263    0    0    0
263.5    0    0    0
263.5    0    0    0
1048    15423.5    0    0
1048    15423.5    0.78    1.40524
4860.5    85692.5    1.95    3.081
4860.5    85692.5    3.9    6.03178
4826.5    84082.5    7.15247    7.84371
4826.5    84082.5    8.55888    7.49505
4832.5    82061    8.1848    4.88801
4832.5    82061    5.21495    4.80995
4875    82706.5    5.2871    4.87671
4875    82706.5    5.3573    4.94244
4790.5    81692    5.2221    4.8156
4790.5    81692    5.2221    4.8156
4754.5    81692    5.1558    4.75501
4754.5    81692    5.1558    4.75501
4763.5    81692    5.1558    4.75501
4763.5    81692    5.1558    4.75501
4742    81262.5    5.1558    4.75501
4742    81262.5    5.1558    4.75501
4868    83673.5    5.1558    4.75501
4868    83673.5    5.4223    5.002
5252.5    90984    5.668    5.23102
5252.5    90984    5.8266    5.3784
5231    90984    5.73885    5.29573
5231    90984    5.73885    5.29573
5099.5    88176    5.5302    5.10162
5099.5    88176    5.6238    5.18943
5188.5    89788    5.6238    5.18943
5188.5    89788    5.6771    5.18943
5393    93706.5    5.9098    5.45645
5393    93706.5    5.9098    5.45645
5440    94788    5.9098    5.45645
5440    94788    5.9865    5.52526
2472    40515.5    5.85845    5.40921
2472    40515.5    0.8697    0.814924
265.5    0    0    0
265.5    0    0    0
265    0    0    0
265    0    0    0
265    0    0    0
265    0    0    0
264.5    0    0    0
264.5    0    0    0
263.5    0    0    0
263.5    0    0    0
263.5    0    0    0
264    0    0    0
264    0    0    0
263.5    0    0    0
263.5    0    0    0
263.5    0    0    0
263.5    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264    0    0    0
264.5    0    0    0
264.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
266.5    0    0    0
266.5    0    0    0
266.5    0    0    0
266.5    0    0    0
267    0    0    0
267    0    0    0
267    0    0    0
267    0    0    0
268    0    0    0
268    0    0    0
266.5    0    0    0
266.5    0    0    0
266    0    0    0
266    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
266.5    0    0    0
266.5    0    0    0
266    0    0    0
266    0    0    0
265    0    0    0
265    0    0    0
266.5    0    0    0
266.5    0    0    0
266    0    0    0
266    0    0    0
266    0    0    0
266    0    0    0
265    0    0    0
265    0    0    0
265    0    0    0
265    0    0    0
264.5    0    0    0
264.5    0    0    0
265    0    0    0
265    0    0    0
265    0    0    0
265.5    0    0    0
265.5    0    0    0
265    0    0    0
265    0    0    0
264    0    0    0
264    0    0    0
263.5    0    0    0
263.5    0    0    0
264    0    0    0
264    0    0    0
265.5    0    0    0
265.5    0    0    0
265    0    0    0
265    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
265.5    0    0    0
267    0    0    0
267    0    0    0
266    0    0    0
266    0    0    0
264.5    0    0    0
264.5    0    0    0
265.5    0    0    0
265.5    0    0    0
264    0    0    0
264    0    0    0
265.5    0    0    0
265.5    0    0    0
266    0    0    0
266    0    0    0
266.5    0    0    0
266.5    0    0    0
265    0    0    0
265    0    0    0
264.5    0    0    0
264.5    0    0    0
265.5    0    0    0
