scalerS16b	IPM2C21A	IPM2C24A	
3062	1.33804e+07	51.1225	49.1933
3093	1.36216e+07	50.7552	48.8364
3060	1.36216e+07	51.0575	49.1291
3031	1.38026e+07	51.6327	49.6786
3001	1.38026e+07	51.0868	49.1574
3036	1.38026e+07	50.2905	48.3897
3036	1.38026e+07	50.1085	48.2151
2996	1.35946e+07	50.6935	48.7774
3111	1.38018e+07	50.2125	48.3126
3027	1.38018e+07	51.7887	49.8275
3077	1.34842e+07	50.5635	48.6593
3041	1.38082e+07	51.3467	49.4115
3040	1.38082e+07	50.7747	48.8595
3057	1.38082e+07	50.6935	48.7825
3030	1.38082e+07	51.0672	49.1368
2977	1.38082e+07	50.3783	48.4744
3043	1.36303e+07	49.8875	48.0071
3105	1.38106e+07	50.5895	48.6772
3015	1.34297e+07	51.6068	49.6529
3056	1.37979e+07	50.6187	48.7029
3073	1.37979e+07	50.375	48.4667
3026	1.37979e+07	51.5255	49.581
3024	1.37979e+07	50.856	48.934
3043	1.34232e+07	50.622	48.7106
3063	1.3714e+07	50.3262	48.4205
3120	1.3714e+07	51.2362	49.2986
3071	1.38188e+07	51.8018	49.8454
3077	1.33367e+07	52.0163	50.0508
3034	1.32055e+07	51.1582	49.219
3054	1.37653e+07	50.804	48.8826
3065	1.37653e+07	50.9145	48.9879
3032	1.37653e+07	50.7845	48.8595
3025	1.37653e+07	51.1647	49.2318
3043	1.33654e+07	50.5245	48.6156
2989	1.3195e+07	50.6935	48.7774
2992	1.37158e+07	50.3132	48.4153
3003	1.29403e+07	49.907	48.0174
3003	1.29403e+07	50.1182	48.2202
3051	1.38048e+07	50.1833	48.2844
3047	1.38048e+07	50.8495	48.9314
3026	1.38048e+07	50.8495	48.9314
3052	1.38048e+07	50.505	48.5899
3059	1.38048e+07	50.8527	48.9263
2971	1.38048e+07	50.8527	48.9776
2702	1.36765e+07	49.7835	47.9147
2789	1.3764e+07	45.2043	43.496
2772	1.2174e+07	46.2378	44.4845
2776	1.311e+07	46.0752	44.3356
2728	1.29858e+07	46.1727	44.428
2618	1.30608e+07	45.7243	43.9941
2668	1.29869e+07	43.7775	42.1198
2655	1.38084e+07	43.836	42.1738
2629	1.38084e+07	43.9367	42.2713
2627	1.32353e+07	43.9367	42.2713
2559	1.38088e+07	43.6865	42.0377
2557	1.26526e+07	42.5392	40.9337
2582	1.27542e+07	42.302	40.7026
2598	1.28548e+07	42.5295	40.9182
2593	1.38084e+07	43.0853	41.4549
2560	1.38084e+07	43.0853	41.4549
2531	1.34278e+07	42.614	40.9978
2525	1.37544e+07	42.2858	40.682
2514	1.34882e+07	41.8925	40.3123
2489	1.36927e+07	41.8925	40.3123
2476	1.38097e+07	41.353	39.7911
2486	1.38097e+07	41.353	39.7911
2544	1.35449e+07	40.9207	39.3777
2544	1.36903e+07	41.4115	39.8476
2544	1.36903e+07	41.9997	40.4124
2529	1.35458e+07	42.3085	40.7128
2451	1.37994e+07	41.314	39.7603
2457	1.13129e+07	40.82	39.2802
2427	1.36437e+07	40.5145	38.9849
2421	1.32351e+07	40.0173	38.4997
2432	1.37765e+07	40.0985	38.5793
2451	1.37765e+07	40.2675	38.7436
2474	1.33972e+07	40.5177	38.9901
2460	1.35205e+07	41.0182	39.4676
2477	1.37203e+07	40.7127	39.1775
2477	1.37927e+07	40.8882	39.3418
2398	1.37927e+07	40.9565	39.4111
2439	1.35733e+07	40.2253	38.7179
2434	1.38026e+07	39.78	38.2866
2429	1.38026e+07	40.2545	38.7359
2430	1.38026e+07	40.3325	38.8052
2438	1.35376e+07	40.1862	38.6717
2438	1.37807e+07	40.3228	38.8001
2457	1.35612e+07	40.3228	38.8001
2446	1.36754e+07	40.5275	38.9875
2474	1.32589e+07	40.469	38.9875
2437	1.38042e+07	40.586	39.0517
2433	1.35655e+07	40.8232	39.2827
2444	1.37818e+07	40.0692	38.5536
2410	1.20612e+07	40.469	38.9464
2452	1.29061e+07	40.261	38.7436
2466	1.36801e+07	39.8385	38.3379
2438	1.35583e+07	40.833	39.2879
2431	1.37951e+07	40.6965	39.1621
2411	1.33833e+07	40.3293	38.8103
2411	1.33833e+07	40.3812	38.8103
2419	1.36478e+07	39.7702	38.2763
2461	1.26292e+07	39.936	38.4303
2475	1.31243e+07	40.898	39.3546
2439	1.37568e+07	40.898	39.3546
2458	1.37568e+07	40.3747	38.8463
2435	1.33695e+07	40.521	38.9926
2421	1.3806e+07	40.3682	38.8411
2439	1.18007e+07	40.0075	38.4945
2417	1.37787e+07	40.313	38.7949
2390	1.14513e+07	40.0985	38.5844
2433	1.38056e+07	39.4355	37.9554
2465	1.36256e+07	40.0757	38.5613
2499	1.25379e+07	40.794	39.2494
2464	1.37873e+07	41.4992	39.9323
2478	1.30746e+07	41.1483	39.5986
2519	1.30746e+07	40.7453	39.2134
2515	1.27393e+07	41.3335	39.7731
2478	1.12046e+07	41.8698	40.2918
2317	1.35629e+07	41.6097	40.0376
2179	1.34014e+07	40.352	38.8232
2191	1.20111e+07	36.1628	34.7999
2150	1.38099e+07	35.9482	34.5919
2139	1.38099e+07	36.062	34.6998
2085	1.35562e+07	35.139	33.8114
2036	1.37859e+07	35.3438	34.0091
2028	1.37859e+07	33.4685	32.2119
2069	1.37859e+07	33.4685	32.2119
2023	1.32555e+07	33.6667	32.4018
1988	1.28384e+07	33.6667	32.4018
2001	1.35091e+07	33.2735	32.0167
2001	1.35091e+07	32.4123	31.1926
1950	1.37025e+07	32.7048	31.475
2005	1.19157e+07	32.0905	30.8793
1972	1.37972e+07	32.825	31.588
1978	1.32803e+07	32.4318	31.208
1951	1.37655e+07	32.513	31.285
1973	1.3689e+07	32.032	30.8177
1968	1.38064e+07	32.2887	31.077
1948	1.38064e+07	32.2887	31.077
1922	1.38064e+07	31.9312	30.7278
1880	1.38064e+07	31.4925	30.3042
1901	1.38064e+07	30.8848	29.7214
1890	1.34065e+07	31.0732	29.9037
1912	1.38059e+07	31.0732	29.9037
1884	1.36402e+07	31.0017	29.8343
1903	1.28004e+07	31.1967	30.0243
1886	1.37689e+07	30.914	29.7496
1864	1.37689e+07	31.2552	30.0808
1840	1.37689e+07	30.6995	29.5417
1872	1.37689e+07	30.303	29.1642
1868	1.37689e+07	30.5825	29.4261
1886	1.37689e+07	30.5045	29.3542
1871	1.37689e+07	30.7775	29.6187
1853	1.37689e+07	30.9303	29.7727
1835	1.37689e+07	30.589	29.439
1886	1.35642e+07	29.913	28.7868
1889	1.19582e+07	30.4622	29.3131
1864	1.37505e+07	30.9985	29.8292
1879	1.34529e+07	30.719	29.5596
1873	1.34529e+07	30.6182	29.4646
1864	1.32161e+07	30.862	29.7034
1864	1.32161e+07	30.5338	29.3825
1889	1.34147e+07	30.654	29.5006
1904	1.37041e+07	31.018	29.8523
1864	1.34724e+07	31.018	29.8523
1850	1.37934e+07	30.5402	29.3902
1832	1.37934e+07	30.2705	29.1309
1849	1.34064e+07	30.043	28.9126
1853	1.32991e+07	30.2022	29.0641
1827	1.27517e+07	30.3095	29.1668
1838	1.38004e+07	29.9292	28.8022
1868	1.38004e+07	30.0007	28.8664
1846	1.38004e+07	30.5467	29.3927
1845	1.38004e+07	30.4362	29.29
1817	1.33496e+07	30.251	29.1129
1835	1.37459e+07	29.6757	28.5557
1839	1.37459e+07	29.6757	28.5557
1842	1.35836e+07	30.2867	29.1463
1836	1.37915e+07	30.2185	29.0821
1848	1.33317e+07	30.0268	28.8998
1826	1.14673e+07	29.9683	28.8382
1865	1.31169e+07	30.1178	28.9871
1853	1.375e+07	29.952	28.8202
1851	1.375e+07	30.2087	29.0718
1847	1.375e+07	30.1405	29.0076
1887	1.3629e+07	30.2803	29.1411
1877	1.34432e+07	30.355	29.213
1888	1.35666e+07	30.5695	29.421
1865	1.24828e+07	30.6702	29.516
1845	1.27325e+07	30.7677	29.6161
1626	1.20398e+07	30.355	29.2104
1627	1.34921e+07	29.3573	28.2605
1627	1.34921e+07	26.1105	25.1333
1639	1.28159e+07	26.2698	25.2796
1595	1.30817e+07	26.5297	25.5338
