567	1.39157e+07	4.01895	3.94009
565	1.39157e+07	4.15155	3.99965
573	1.39157e+07	4.15155	4.07154
581	1.39157e+07	4.2861	4.13367
582	1.39157e+07	4.3446	4.2677
572	1.39157e+07	4.40635	4.2677
579	1.39157e+07	4.40635	4.2677
585	1.39157e+07	4.40635	4.35756
592	1.39157e+07	4.5448	4.35756
584	1.39157e+07	4.5448	4.42534
590	1.39157e+07	4.5448	4.42534
590	1.39157e+07	4.5448	4.42534
603	1.39157e+07	4.5448	4.42534
598	1.39157e+07	4.6774	4.54704
595	1.39157e+07	4.6774	4.54704
596	1.39157e+07	4.6774	4.48337
604	1.39157e+07	4.6774	4.48337
606	1.39157e+07	4.6774	4.48337
610	1.39157e+07	4.75345	4.62047
605	1.39157e+07	4.8204	4.62047
608	1.39157e+07	4.76645	4.62047
602	1.39157e+07	4.76645	4.67182
601	1.39157e+07	4.81975	4.56964
607	1.39157e+07	4.81975	4.64872
603	1.39157e+07	4.81975	4.64872
604	1.39157e+07	4.81975	4.64872
604	1.39157e+07	4.76515	4.56656
603	1.39157e+07	4.76515	4.56656
601	1.39157e+07	4.76515	4.56656
597	1.39157e+07	4.76515	4.56656
604	1.39157e+07	4.76515	4.56656
602	1.39157e+07	4.76515	4.62663
601	1.39157e+07	4.76515	4.56039
601	1.39157e+07	4.76515	4.56039
606	1.39157e+07	4.76515	4.56039
599	1.39157e+07	4.76515	4.56039
602	1.39157e+07	4.76515	4.56039
600	1.39157e+07	4.76515	4.56039
601	1.39157e+07	4.76515	4.56039
608	1.39157e+07	4.76515	4.56039
608	1.39157e+07	4.76515	4.65693
603	1.39157e+07	4.76515	4.65693
601	1.39157e+07	4.76515	4.65693
601	1.39157e+07	4.76515	4.59377
606	1.39157e+07	4.76515	4.59377
605	1.39157e+07	4.76515	4.59377
603	1.39157e+07	4.76515	4.59377
611	1.39157e+07	4.76515	4.59377
608	1.39157e+07	4.76515	4.68415
607	1.39157e+07	4.8412	4.63074
607	1.39157e+07	4.75475	4.63074
607	1.39157e+07	4.75475	4.63074
606	1.39157e+07	4.75475	4.63074
607	1.39157e+07	4.75475	4.63074
607	1.39157e+07	4.75475	4.63074
611	1.39157e+07	4.83665	4.63074
603	1.39157e+07	4.83665	4.63074
603	1.39157e+07	4.83665	4.63074
598	1.39157e+07	4.7723	4.56501
604	1.39157e+07	4.6839	4.56501
599	1.39157e+07	4.80025	4.62715
606	1.39157e+07	4.7034	4.56707
605	1.39157e+07	4.7879	4.56707
603	1.39157e+07	4.7307	4.56707
603	1.39157e+07	4.7307	4.56707
689	1.39157e+07	4.7307	4.56707
1083	1.39157e+07	5.15515	8.10508
1080	1.39157e+07	11.8593	11.792
1090	1.39157e+07	12.2115	11.9414
1088	1.39157e+07	12.493	12.0174
1087	1.39157e+07	12.4332	12.0174
1049	1.39157e+07	12.3741	11.7124
1032	1.39157e+07	11.6948	11.2847
1039	1.39157e+07	11.6948	11.1214
1052	1.39157e+07	11.5674	11.2205
1030	1.39157e+07	11.7156	11.3817
989	1.39157e+07	11.7156	11.1101
996	1.39157e+07	11.0675	10.461
993	1.39157e+07	10.7673	10.461
1015	1.39157e+07	10.8537	10.461
991	1.39157e+07	10.8537	10.6243
971	1.39157e+07	11.0299	10.5067
961	1.39157e+07	10.6041	10.1272
957	1.39157e+07	10.4598	10.1272
962	1.39157e+07	10.3603	9.92852
956	1.39157e+07	10.3603	10.0425
966	1.39157e+07	10.3603	10.0425
952	1.39157e+07	10.3603	9.96447
952	1.39157e+07	10.3603	9.96447
947	1.39157e+07	10.3603	9.96447
946	1.39157e+07	10.1497	9.7488
960	1.39157e+07	10.1497	9.88077
943	1.39157e+07	10.2875	9.88077
946	1.39157e+07	10.0821	9.70156
948	1.39157e+07	10.0821	9.80888
948	1.39157e+07	10.1419	9.80888
934	1.39157e+07	10.2108	9.80888
926	1.39157e+07	10.0451	9.5624
935	1.39157e+07	9.90015	9.5624
932	1.39157e+07	10.0204	9.66818
940	1.39157e+07	10.0204	9.61118
922	1.39157e+07	10.0204	9.74828
922	1.39157e+07	9.9528	9.49153
912	1.39157e+07	9.75845	9.43505
921	1.39157e+07	9.75845	9.43505
921	1.39157e+07	9.815	9.43505
916	1.39157e+07	9.87805	9.60553
923	1.39157e+07	9.87805	9.39654
926	1.39157e+07	9.7071	9.49256
921	1.39157e+07	9.94175	9.49256
932	1.39157e+07	9.7474	9.49256
927	1.39157e+07	9.87675	9.58499
924	1.39157e+07	9.87675	9.58499
920	1.39157e+07	9.87675	9.52594
921	1.39157e+07	9.87675	9.52594
913	1.39157e+07	9.7968	9.46997
924	1.39157e+07	9.74025	9.35443
918	1.39157e+07	9.74025	9.43505
918	1.39157e+07	9.8644	9.43505
923	1.39157e+07	9.7669	9.50488
932	1.39157e+07	9.8943	9.55675
922	1.39157e+07	9.8943	9.55675
923	1.39157e+07	9.8241	9.43916
931	1.39157e+07	9.87415	9.59937
924	1.39157e+07	9.9892	9.59937
917	1.39157e+07	9.87025	9.47716
915	1.39157e+07	9.7968	9.47716
931	1.39157e+07	9.87155	9.47716
917	1.39157e+07	9.87155	9.60348
915	1.39157e+07	9.87155	9.43248
926	1.39157e+07	9.7474	9.43248
929	1.39157e+07	9.867	9.56291
916	1.39157e+07	9.9359	9.56291
918	1.39157e+07	9.82865	9.43145
914	1.39157e+07	9.69995	9.43145
577	1.39157e+07	9.89755	9.50437
294	1.39157e+07	8.88225	3.94727
300	1.39157e+07	0	0
294	1.39157e+07	0	0
296	1.39157e+07	0	0
294	1.39157e+07	0	0
296	1.39157e+07	0	0
299	1.39157e+07	0	0
298	1.39157e+07	0	0
295	1.39157e+07	0	0
296	1.39157e+07	0	0
292	1.39157e+07	0	0
295	1.39157e+07	0	0
295	1.39157e+07	0	0
295	1.39157e+07	0	0
293	1.39157e+07	0	0
294	1.39157e+07	0	0
294	1.39157e+07	0	0
294	1.39157e+07	0	0
288	1.39157e+07	0	0
295	1.39157e+07	0	0
500	1.39157e+07	0	0
968	1.39157e+07	0	0
954	1.39157e+07	1.95	0.6162
953	1.39157e+07	3.9	1.5405
956	1.39157e+07	7.8	3.081
933	1.39157e+07	16.3088	6.162
936	1.39157e+07	15.2685	14.2707
944	1.39157e+07	10.1459	15.1534
911	1.39157e+07	10.2148	15.3167
930	1.39157e+07	9.95215	9.48434
907	1.39157e+07	9.95215	9.61683
905	1.39157e+07	9.8683	9.45148
909	1.39157e+07	9.72985	9.37548
907	1.39157e+07	9.72985	9.43608
889	1.39157e+07	9.72985	9.43608
899	1.40354e+07	9.72985	9.25738
898	1.39133e+07	9.56345	9.3077
889	1.39133e+07	9.6356	9.3077
900	1.39133e+07	9.6356	9.25738
900	1.39133e+07	9.55695	9.25738
909	1.39133e+07	9.55695	9.31489
904	1.39133e+07	9.7162	9.44943
904	1.39133e+07	9.7162	9.33646
907	1.39133e+07	9.7162	9.39294
907	1.39133e+07	9.7162	9.39294
909	1.39133e+07	9.8293	9.47099
895	1.39133e+07	9.6889	9.29538
896	1.39133e+07	9.54265	9.08176
903	1.39133e+07	9.4237	9.19987
900	1.39133e+07	9.6161	9.26149
893	1.40283e+07	9.55045	9.20808
906	1.39126e+07	9.48285	9.20808
899	1.39126e+07	9.55305	9.20808
915	1.39126e+07	9.55305	9.32516
913	1.39126e+07	9.76365	9.42683
1761	1.39126e+07	9.76365	12.6239
1772	1.39126e+07	20.2462	22.6803
1802	1.39126e+07	36.5066	22.5694
1833	1.39126e+07	35.0773	23.163
1790	1.39126e+07	24.0955	23.163
1731	1.39126e+07	23.8387	22.7491
1745	1.39126e+07	22.9775	21.8915
1780	1.39126e+07	22.6882	21.8361
1754	1.39126e+07	22.815	22.1811
1751	1.39126e+07	22.815	21.8597
1659	1.39126e+07	22.711	21.8597
1667	1.39126e+07	22.0252	20.7043
1675	1.39126e+07	21.4142	20.7043
1662	1.39126e+07	21.515	20.9025
1654	1.39126e+07	21.749	20.77
1649	1.39126e+07	21.398	20.77
1634	1.39126e+07	21.398	20.5164
1621	1.39126e+07	21.1607	20.5164
1612	1.39126e+07	21.229	20.2155
1624	1.39126e+07	20.7935	20.0368
1624	1.39126e+07	20.7935	20.2411
1599	1.39126e+07	20.8682	19.9187
1610	1.39126e+07	20.6863	19.9187
1616	1.39126e+07	20.6863	20.16
1615	1.39126e+07	20.9268	20.0789
1622	1.39126e+07	20.9268	20.1549
1564	1.39126e+07	20.683	19.6722
1591	1.39126e+07	20.1955	19.5376
1585	1.39126e+07	20.397	19.6239
1574	1.39126e+07	20.397	19.6239
1575	1.39126e+07	20.2118	19.512
1590	1.39126e+07	20.2865	19.6886
1605	1.39126e+07	20.4165	19.6886
1590	1.39126e+07	20.4685	19.9844
1586	1.39126e+07	20.579	19.6147
1585	1.39126e+07	20.3352	19.8036
1583	1.39126e+07	20.5562	19.6188
1596	1.39126e+07	20.241	19.6188
1572	1.39126e+07	20.3255	19.6188
1576	1.39126e+07	20.254	19.5027
1565	1.39126e+07	20.254	19.5027
1565	1.39126e+07	20.0688	19.361
1559	1.40246e+07	20.1565	19.361
1565	1.39023e+07	20.1045	19.361
1560	1.39023e+07	20.0005	19.4247
1564	1.39023e+07	20.0005	19.1998
1575	1.39023e+07	20.0005	19.3569
1575	1.39023e+07	20.189	19.5397
1568	1.39023e+07	20.189	19.5397
1575	1.39023e+07	20.189	19.5397
1554	1.39023e+07	20.189	19.628
1554	1.39023e+07	20.189	19.3477
1570	1.39023e+07	19.9745	19.4021
1577	1.39023e+07	20.2052	19.4637
1587	1.39023e+07	20.2995	19.7318
1574	1.39023e+07	20.514	19.7318
1568	1.39023e+07	20.3775	19.6588
1567	1.39023e+07	20.2897	19.5582
1573	1.39023e+07	20.2897	19.5582
1550	1.39023e+07	20.2897	19.5017
1552	1.39023e+07	20.1208	19.3055
1544	1.39023e+07	20.0265	19.4113
1557	1.39023e+07	20.0265	19.1731
1566	1.39023e+07	19.8867	19.3641
1554	1.39023e+07	20.1012	19.3641
1560	1.39023e+07	20.0037	19.3641
1562	1.39023e+07	20.1922	19.3641
1553	1.39023e+07	20.0557	19.3641
1570	1.39023e+07	19.9517	19.3004
1577	1.39023e+07	20.2085	19.5109
1554	1.39023e+07	20.1565	19.5109
1563	1.39023e+07	20.1565	19.3631
1559	1.39023e+07	19.9713	19.4349
1559	1.39023e+07	20.2052	19.4349
1558	1.39023e+07	20.319	19.5089
1562	1.39023e+07	20.215	19.5089
1534	1.39023e+07	19.9387	19.4082
1549	1.39023e+07	20.1663	19.1659
1544	1.39023e+07	19.838	19.2706
1561	1.39023e+07	19.9387	19.2706
1558	1.39023e+07	20.0362	19.4401
1546	1.39023e+07	20.137	19.3107
1546	1.39023e+07	20.137	19.3682
1587	1.39023e+07	20.085	19.7615
1559	1.39023e+07	20.4685	19.589
1570	1.39023e+07	20.254	19.5274
1571	1.39023e+07	20.254	19.3805
1976	1.39023e+07	20.1467	20.0984
2350	1.39023e+07	26.039	30.5912
2332	1.39023e+07	32.6203	47.3935
2357	1.39023e+07	32.3635	31.629
2363	1.39023e+07	32.9972	31.457
2534	1.39023e+07	32.6755	32.009
2645	1.39023e+07	34.7002	35.4341
2676	1.39023e+07	37.2677	36.0066
2688	1.39023e+07	37.3913	36.3661
2671	1.39023e+07	37.8267	36.5766
2643	1.39023e+07	37.7715	36.4046
2609	1.39023e+07	37.4692	35.8423
2626	1.39023e+07	36.985	35.6292
2631	1.39023e+07	36.842	35.6292
2639	1.39023e+07	36.9102	35.7961
2616	1.39023e+07	36.9818	35.7961
2617	1.39023e+07	37.1053	35.4726
2573	1.39023e+07	36.6632	35.3262
2607	1.39023e+07	36.3057	35.0618
2578	1.39023e+07	36.3057	35.1876
2584	1.39023e+07	36.829	35.3211
2541	1.39023e+07	36.2277	34.9514
2572	1.39023e+07	35.8605	34.3917
2546	1.39023e+07	35.5843	34.5868
2531	1.39023e+07	36.0685	34.8127
2548	1.39023e+07	35.6395	34.3146
2548	1.39023e+07	35.3665	34.0142
2525	1.39023e+07	35.6232	34.4507
2529	1.39023e+07	35.5615	34.5303
2531	1.39023e+07	35.477	34.0605
2502	1.39023e+07	35.425	34.2633
2530	1.39023e+07	35.0902	33.9192
2570	1.39023e+07	35.4867	34.6253
2566	1.39023e+07	36.0653	34.9154
557	1.39023e+07	35.9873	26.7893
294	1.39023e+07	9.4445	0
294	1.39023e+07	0	0
294	1.39023e+07	0	0
294	1.39023e+07	0	0
292	1.39023e+07	0	0
290	1.39023e+07	0	0
286	1.39023e+07	0	0
293	1.39023e+07	0	0
291	1.39023e+07	0	0
292	1.39023e+07	0	0
288	1.39023e+07	0	0
294	1.39023e+07	0	0
296	1.39023e+07	0	0
294	1.39023e+07	0	0
292	1.39023e+07	0	0
297	1.39023e+07	0	0
295	1.39023e+07	0	0
290	1.39023e+07	0	0
297	1.39023e+07	0	0
295	1.39023e+07	0	0
296	1.39023e+07	0	0
293	1.39023e+07	0	0
293	1.39023e+07	0	0
298	1.39023e+07	0	0
290	1.39023e+07	0	0
297	1.39023e+07	0	0
294	1.39023e+07	0	0
294	1.39023e+07	0	0
294	1.39023e+07	0	0
293	1.39023e+07	0	0
288	1.39023e+07	0	0
291	1.39023e+07	0	0
293	1.39023e+07	0	0
289	1.39023e+07	0	0
290	1.39023e+07	0	0
285	1.39023e+07	0	0
292	1.39023e+07	0	0
285	1.39023e+07	0	0
293	1.39023e+07	0	0
294	1.39023e+07	0	0
293	1.39023e+07	0	0
289	1.39023e+07	0	0
290	1.39023e+07	0	0
290	1.39023e+07	0	0
292	1.39023e+07	0	0
291	1.39023e+07	0	0
285	1.39023e+07	0	0
288	1.39023e+07	0	0
288	1.39023e+07	0	0
294	1.39023e+07	0	0
290	1.39023e+07	0	0
287	1.39023e+07	0	0
283	1.39023e+07	0	0
283	1.39023e+07	0	0
