scalerS16b	IPM2C21A	IPM2C24A	
11265	1.38894e+07	154.284	148.966
11181	1.38894e+07	156.117	150.753
10784	1.38894e+07	154.869	149.531
10481	1.38894e+07	148.993	143.862
10419	1.45268e+07	144.768	139.785
10377	1.38794e+07	143.312	138.357
10280	1.38794e+07	142.623	137.68
10116	1.38794e+07	142.532	137.608
9811	1.38794e+07	139.685	134.866
9845	1.38794e+07	135.59	130.881
9845	1.38794e+07	135.226	130.552
9849	1.38794e+07	134.901	130.213
9913	1.38794e+07	135.642	130.953
9675	1.38794e+07	134.979	130.316
9712	1.38794e+07	132.093	127.512
9627	1.38794e+07	132.821	128.2
9427	1.38794e+07	130.455	125.931
9427	1.38794e+07	129.597	125.099
9374	1.38794e+07	128.739	124.277
9490	1.38794e+07	129.649	125.14
9371	1.38794e+07	128.882	124.411
9414	1.38794e+07	128.414	123.969
9378	1.38794e+07	129.259	124.78
9202	1.38794e+07	127.764	123.281
9195	1.38794e+07	125.216	120.857
9126	1.38794e+07	125.398	121.032
9268	1.40104e+07	125.541	121.176
9229	1.3886e+07	126.737	122.305
9096	1.3886e+07	126.152	121.761
9113	1.3886e+07	123.929	119.604
9178	1.3886e+07	125.021	120.672
9213	1.3886e+07	125.788	121.422
9152	1.3886e+07	125.697	121.309
9230	1.3886e+07	125.229	120.868
9250	1.3886e+07	126.334	121.946
9355	1.3886e+07	126.724	122.316
9200	1.3886e+07	128.024	123.589
9136	1.3886e+07	126.347	121.956
9154	1.3886e+07	124.878	120.518
9233	1.3886e+07	124.826	120.518
9200	1.3886e+07	126.412	122.008
9200	1.3886e+07	125.047	120.693
9240	1.3886e+07	127.543	123.096
9226	1.3886e+07	124.371	120.036
9413	1.3886e+07	127.959	123.497
9136	1.3886e+07	126.997	122.552
9009	1.3886e+07	123.331	119.06
9304	1.3886e+07	126.295	121.925
9244	1.3886e+07	125.814	121.432
9165	1.3886e+07	126.243	121.833
9093	1.3886e+07	124.696	120.354
9236	1.3886e+07	124.644	120.303
9181	1.3886e+07	125.814	121.432
9398	1.3886e+07	126.594	122.182
9175	1.3886e+07	127.335	122.87
9093	1.3886e+07	124.826	120.467
8871	1.3886e+07	123.266	118.957
8983	1.3886e+07	121.03	116.821
9098	1.3886e+07	122.434	118.177
9274	1.3886e+07	124.709	120.354
9000	1.3886e+07	126.724	122.305
8912	1.3886e+07	122.421	118.177
9010	1.3886e+07	121.277	117.027
9270	1.3886e+07	123.292	118.978
9067	1.3886e+07	126.373	121.967
9100	1.3886e+07	124.046	119.728
9101	1.3886e+07	124.189	119.861
9098	1.3886e+07	124.189	119.913
9080	1.3886e+07	124.059	119.728
9044	1.3886e+07	123.591	119.266
9013	1.3886e+07	123.591	119.266
8971	1.3886e+07	122.278	118.002
8971	1.3886e+07	122.668	118.393
8963	1.3886e+07	123.045	118.731
8958	1.3886e+07	121.615	117.355
9114	1.3886e+07	123.396	119.091
9210	1.37359e+07	125.97	121.576
9273	1.38958e+07	126.36	121.946
9142	1.38958e+07	126.49	122.059
9057	1.38958e+07	123.37	119.06
9149	1.38958e+07	123.292	118.988
9218	1.38958e+07	126.178	121.761
9207	1.38958e+07	125.853	121.432
9254	1.38958e+07	126.074	121.679
9030	1.38958e+07	125.645	121.248
9226	1.38958e+07	123.11	118.834
9110	1.38958e+07	125.697	121.289
9326	1.38958e+07	124.111	119.769
9281	1.38958e+07	127.855	123.394
9248	1.38958e+07	126.49	122.049
9281	1.38958e+07	126.633	122.203
9245	1.38958e+07	126.243	121.812
9218	1.38958e+07	125.97	121.566
9172	1.38958e+07	125.723	121.33
9121	1.38958e+07	124.813	120.447
9241	1.38958e+07	124.137	119.81
9006	1.38958e+07	126.152	121.72
9196	1.38958e+07	122.72	118.454
9070	1.38958e+07	125.151	120.775
8279	1.38958e+07	124.189	119.851
8383	1.38958e+07	112.931	108.996
8319	1.38958e+07	113.308	109.324
8257	1.38958e+07	112.242	108.307
8257	1.38958e+07	112.242	108.307
8189	1.38958e+07	112.658	108.718
7844	1.38958e+07	106.47	102.741
7858	1.38958e+07	106.067	102.341
7827	1.38958e+07	106.067	102.341
7904	1.38958e+07	106.379	102.649
7673	1.38958e+07	105.469	101.776
7471	1.38958e+07	100.334	96.805
7435	1.38958e+07	100.984	97.4418
7507	1.38958e+07	100.711	97.185
7554	1.38958e+07	101.608	98.0271
7333	1.38958e+07	100.75	97.2055
7252	1.40077e+07	97.682	94.2375
7265	1.38902e+07	97.903	94.4635
7296	1.38902e+07	97.604	94.1759
7150	1.38902e+07	97.604	94.1759
7222	1.38902e+07	96.109	92.7278
7168	1.38902e+07	97.292	93.8678
7125	1.38902e+07	95.511	92.1527
7184	1.38902e+07	95.745	92.3786
7187	1.38902e+07	96.395	93.0154
7125	1.38902e+07	96.005	92.6354
7252	1.38902e+07	95.576	92.2349
7212	1.38902e+07	97.37	93.9602
7245	1.38902e+07	96.876	93.4775
7204	1.38902e+07	96.98	93.57
7134	1.38902e+07	96.642	93.2413
7034	1.38902e+07	95.862	92.4813
7000	1.38902e+07	94.302	90.9717
7141	1.38902e+07	94.237	90.9203
7116	1.38902e+07	94.666	91.3311
7116	1.38902e+07	95.901	92.5327
7089	1.38902e+07	94.952	91.6289
7002	1.38902e+07	94.328	90.9922
6925	1.38902e+07	92.534	89.2566
6971	1.38902e+07	92.82	89.5749
6944	1.38902e+07	92.82	89.5749
7046	1.38902e+07	93.08	89.8009
