        Date        scalerS2b  scalerS16b IPM2C21A IPM2C24A
2022-02-01 22:00:18       345  1.3806e+07        0        0
2022-02-01 22:00:19       339  1.3806e+07        0        0
2022-02-01 22:00:20       338  1.3806e+07        0        0
2022-02-01 22:00:21       335  1.3806e+07        0        0
2022-02-01 22:00:22       334  1.3806e+07        0        0
2022-02-01 22:00:23       333  1.3806e+07        0        0
2022-02-01 22:00:24       338  1.3806e+07        0        0
2022-02-01 22:00:25       337  1.3806e+07        0        0
2022-02-01 22:00:26       338  1.3806e+07        0        0
2022-02-01 22:00:27       337  1.3806e+07        0        0
2022-02-01 22:00:28       336  1.3806e+07        0        0
2022-02-01 22:00:29       338  1.3806e+07        0        0
2022-02-01 22:00:30       341  1.3806e+07        0        0
2022-02-01 22:00:31       342  1.3806e+07        0        0
2022-02-01 22:00:32       340  1.3806e+07        0        0
2022-02-01 22:00:33       339  1.3806e+07        0        0
2022-02-01 22:00:34       339  1.3806e+07        0        0
2022-02-01 22:00:35      1789  1.3806e+07        0        0
2022-02-01 22:00:36      1822  1.3806e+07     1.95   0.6162
2022-02-01 22:00:37      1821 1.39341e+07      3.9   1.5405
2022-02-01 22:00:38      1792 1.37978e+07      7.8    3.081
2022-02-01 22:00:39      1817 1.37978e+07     19.5    6.162
2022-02-01 22:00:40      1805 1.37978e+07  36.3506   15.405
2022-02-01 22:00:41      1778 1.37978e+07  41.5558    30.81
2022-02-01 22:00:42      1799 1.37978e+07  39.7702  39.4902
2022-02-01 22:00:43      1808 1.37978e+07  27.0042  38.8771
2022-02-01 22:00:44      1808 1.37978e+07  26.8645  25.7828
2022-02-01 22:00:45      1882 1.37978e+07   27.547  26.0858
2022-02-01 22:00:46      2363 1.37978e+07    35.62  29.1925
2022-02-01 22:00:47      2341 1.37978e+07  36.9005  35.6908
2022-02-01 22:00:48      2623 1.37978e+07  37.4855  35.7884
2022-02-01 22:00:49      4501 1.37978e+07  66.4235  44.4896
2022-02-01 22:00:50      4581 1.37978e+07   77.831  73.2867
2022-02-01 22:00:51      4486 1.37978e+07   76.908  119.563
2022-02-01 22:00:52      4571 1.37978e+07  77.4832  74.9556
