scalerS16b	IPM2C21A	IPM2C24A		
92	1.38304e+07	0	0	
89	1.38304e+07	0	0	
91	1.38304e+07	0	0	
85	1.38304e+07	0	0	
85	1.38304e+07	0	0	
87	1.38304e+07	0	0	
92	1.38304e+07	0	0	
86	1.39286e+07	0	0	
86	1.33571e+07	0	0	
85	1.33571e+07	0	0	
89	1.38158e+07	0	0	
89	1.30033e+07	0	0	
93	1.38221e+07	0	0	
89	1.38221e+07	0	0	
89	1.38221e+07	0	0	
91	1.38221e+07	0	0	
92	1.29752e+07	0	0	
890	1.37936e+07	0	0	
867	1.23217e+07	0.78	1.5405	
871	1.34837e+07	1.95	3.081	
870	1.38204e+07	3.9	6.162	
871	1.38204e+07	7.8	15.405	
857	1.38204e+07	18.1103	19.8914	
842	1.38204e+07	20.5673	19.7893	
852	1.38204e+07	19.9888	12.2809	
1228	1.38204e+07	12.8934	12.4976	
1257	1.38204e+07	14.066	16.8541	
1288	1.37413e+07	20.1903	19.2994	
1965	1.38278e+07	20.0694	19.5674	
2123	1.38278e+07	21.5332	26.3148	
2096	1.36086e+07	33.3827	49.6169	
2082	1.3811e+07	51.8245	33.3878	
2077	1.3811e+07	34.4922	32.9487	
2091	1.3811e+07	34.1672	32.502	
2057	1.3811e+07	34.307	33.3005	
2057	1.3811e+07	34.5345	32.8178	
2059	1.37334e+07	33.943	32.5379	
2093	1.38166e+07	33.943	32.6458	
2084	1.38166e+07	34.3525	33.1644	
1986	1.38166e+07	34.4857	32.4018	
1965	1.38166e+07	32.8835	31.1977	
1971	1.38166e+07	32.3537	30.9872	
1969	1.38166e+07	32.3537	31.1181	
2007	1.38166e+07	32.4123	31.1181	
1969	1.38166e+07	32.7957	31.5674	
1955	1.38166e+07	32.6495	30.9076	
1972	1.38166e+07	31.8695	30.9076	
1950	1.38166e+07	32.474	30.9666	
1939	1.35782e+07	32.1425	30.6816	
1962	1.38015e+07	31.8825	30.6149	
1941	1.38015e+07	32.1003	30.8382	
1943	1.38015e+07	31.993	30.5995	
1995	1.38015e+07	31.7005	30.4788	
1405	1.38015e+07	32.4805	31.4185	
92	1.38015e+07	32.24	26.1371	
91	1.38015e+07	10.2375	0.618767	
91	1.38015e+07	0	0	
92	1.38015e+07	0	0	
92	1.38015e+07	0	0	
94	1.38015e+07	0	0	
94	1.38015e+07	0	0	
101	1.38015e+07	0	0	
96	1.38015e+07	0	0	
94	1.38015e+07	0	0	
89	1.38015e+07	0	0	
94	1.38015e+07	0	0	
94	1.38015e+07	0	0	
94	1.38015e+07	0	0	
93	1.38015e+07	0	0	
91	1.38015e+07	0	0	
94	1.38015e+07	0	0	
95	1.38015e+07	0	0	
97	1.38015e+07	0	0	
96	1.38015e+07	0	0	
97	1.38015e+07	0	0	
99	1.38746e+07	0	0	
99	1.38746e+07	0	0	
99	1.35565e+07	0	0	
98	1.38215e+07	0	0	
99	1.38215e+07	0	0	
96	1.38215e+07	0	0	
94	1.38215e+07	0	0	
92	1.38215e+07	0	0	
89	1.38215e+07	0	0	
91	1.38215e+07	0	0	
88	1.38215e+07	0	0	
90	1.3601e+07	0	0	
89	1.38176e+07	0	0	
90	1.38176e+07	0	0	
92	1.38176e+07	0	0	
91	1.38176e+07	0	0	
91	1.38176e+07	0	0	
99	1.38176e+07	0	0	
95	1.38176e+07	0	0	
98	1.38176e+07	0	0	
93	1.38176e+07	0	0	
92	1.38176e+07	0	0	
92	1.38176e+07	0	0	
92	1.38176e+07	0	0	
97	1.38176e+07	0	0	
94	1.38176e+07	0	0	
95	1.38176e+07	0	0	
89	1.38176e+07	0	0	
94	1.38176e+07	0	0	
96	1.38176e+07	0	0	
96	1.38176e+07	0	0	
94	1.38176e+07	0	0	
96	1.38176e+07	0	0	
94	1.38176e+07	0	0	
101	1.38176e+07	0	0	
100	1.39023e+07	0	0	
96	1.38255e+07	0	0	
97	1.38255e+07	0	0	
95	1.38255e+07	0	0	
277	1.38255e+07	0	0	
885	1.38255e+07	0	0	
886	1.35697e+07	0.78	1.5405	
899	1.38259e+07	1.95	3.081	
901	1.38259e+07	3.9	6.162	
890	1.39376e+07	7.8	15.405	
883	1.38003e+07	18.42	20.291	
877	1.38003e+07	20.6973	19.9289	
873	1.38003e+07	20.098	12.819	
864	1.38003e+07	13.3133	12.7543	
1451	1.38003e+07	13.2392	12.5859	
1797	1.38003e+07	13.1547	15.3557	
1802	1.38003e+07	24.5557	27.8676	
1799	1.38003e+07	29.2123	41.7527	
1799	1.38003e+07	29.3293	28.1218	
1777	1.38003e+07	29.2201	27.7932	
1918	1.38003e+07	28.8665	28.2553	
1953	1.38771e+07	30.9751	30.6842	
1943	1.38771e+07	31.9306	30.3427	
2003	1.37854e+07	46.6992	30.6919	
1976	1.37854e+07	32.3407	30.905	
1988	1.37854e+07	31.8857	30.5378	
1993	1.37854e+07	32.032	30.8177	
1970	1.37854e+07	32.032	30.8177	
1956	1.37854e+07	32.11	30.4454	
1961	1.37854e+07	31.5705	30.4454	
1949	1.37854e+07	31.9637	30.5147	
1947	1.37854e+07	31.5607	30.2811	
1966	1.38555e+07	31.5607	30.3427	
1974	1.38555e+07	31.733	30.4942	
1977	1.38555e+07	31.8988	30.7432	
1959	1.37521e+07	31.9897	30.6277	
1897	1.37521e+07	32.0417	30.5584	
1913	1.37521e+07	31.2195	29.5519	
1952	1.3825e+07	30.6897	29.6315	
1946	1.3825e+07	31.1967	30.2606	
1909	1.3825e+07	31.733	30.3838	
1911	1.3825e+07	31.343	29.7856	
1898	1.3825e+07	30.9497	29.7856	
1929	1.3825e+07	30.8263	29.3594	
1909	1.3825e+07	31.0212	30.0937	
1935	1.3825e+07	31.1122	29.6777	
1919	1.3825e+07	31.1122	30.1373	
1909	1.3825e+07	31.291	29.8446	
1918	1.3825e+07	31.109	29.6906	
1918	1.3825e+07	31.109	29.8677	
1892	1.3825e+07	31.213	29.801	
1921	1.3825e+07	30.6637	29.5006	
1943	1.33398e+07	31.2845	30.2349	
1953	1.38242e+07	31.6322	30.3504	
1935	1.38242e+07	31.785	30.5199	
1911	1.39319e+07	31.6712	30.1091	
1915	1.38177e+07	31.161	29.9627	
1945	1.38177e+07	31.252	29.9627	
1918	1.38177e+07	31.512	30.4095	
1892	1.38177e+07	31.356	29.8523	
1904	1.38177e+07	30.9107	29.6546	
1913	1.38177e+07	30.979	29.8677	
1911	1.38177e+07	31.317	29.9525	
1893	1.38177e+07	31.0928	29.8112	
1904	1.38177e+07	30.9205	29.7316	
1914	1.38177e+07	31.2617	29.8703	
1907	1.38177e+07	31.07	29.9268	
1881	1.38177e+07	31.07	29.7804	
1895	1.38177e+07	30.8328	29.439	
1923	1.38177e+07	31.0408	29.7111	
1964	1.38177e+07	31.1903	30.1168	
1879	1.38177e+07	31.772	30.7355	
1879	1.38177e+07	31.642	29.7239	
1905	1.38177e+07	30.5987	29.3517	
1896	1.38177e+07	30.8132	29.6777	
1878	1.34985e+07	31.0765	29.6777	
1891	1.3821e+07	30.8652	29.4364	
1893	1.3821e+07	30.6865	29.5853	
1908	1.3821e+07	30.6865	29.4338	
2313	1.3821e+07	30.927	29.9345	
2313	1.3821e+07	31.3853	32.7099	
2300	1.3821e+07	37.7357	36.5586	
2294	1.3821e+07	37.8527	36.3789	
2290	1.3821e+07	37.8527	36.2403	
2309	1.3821e+07	37.8527	36.5201	
2361	1.39042e+07	38.0998	36.7486	
2382	1.38162e+07	38.987	37.3289	
2431	1.38162e+07	39.0617	38.0093	
2368	1.38162e+07	40.0725	38.3251	
2371	1.32286e+07	39.2925	37.5266	
2405	1.38261e+07	39.2925	37.7474	
2379	1.38261e+07	39.611	38.1839	
2435	1.38261e+07	39.611	37.7577	
2387	1.38261e+07	39.78	38.4997	
2420	1.38261e+07	39.702	37.9425	
2488	1.38261e+07	39.637	38.4483	
2473	1.38261e+07	40.7192	39.4573	
2463	1.38261e+07	40.963	39.1569	
2476	1.38261e+07	40.755	39.0029	
2509	1.38261e+07	40.755	39.1749	
2511	1.38261e+07	41.0345	39.7911	
2503	1.38261e+07	41.7007	39.881	
2505	1.38261e+07	41.509	39.709	
2491	1.38261e+07	41.3985	39.7988	
2493	1.34275e+07	41.3985	39.5883	
2501	1.38177e+07	40.9533	39.4317	
2511	1.38177e+07	41.2523	39.578	
2514	1.38177e+07	41.2523	39.578	
2470	1.38177e+07	41.587	40.0016	
96	1.38177e+07	41.587	39.5061	
96	1.38177e+07	37.8755	18.6015	
96	1.38177e+07	2.12875	0	
95	1.38177e+07	0	0	
98	1.38177e+07	0	0	
97	1.38177e+07	0	0	
101	1.38177e+07	0	0	
97	1.38177e+07	0	0	
100	1.38177e+07	0	0	
99	1.38177e+07	0	0	
98	1.38177e+07	0	0	
99	1.38177e+07	0	0	
98	1.38177e+07	0	0	
102	1.38177e+07	0	0	
98	1.35817e+07	0	0	
95	1.38189e+07	0	0	
97	1.33132e+07	0	0	
93	1.38244e+07	0	0	
95	1.38244e+07	0	0	
94	1.37521e+07	0	0	
100	1.37521e+07	0	0	
98	1.37521e+07	0	0	
97	1.37521e+07	0	0	
92	1.37521e+07	0	0	
93	1.37521e+07	0	0	
90	1.37521e+07	0	0	
90	1.37521e+07	0	0	
87	1.31994e+07	0	0	
91	1.38022e+07	0	0	
88	1.34775e+07	0	0	
88	1.37832e+07	0	0	
88	1.37832e+07	0	0	
91	1.37832e+07	0	0	
91	1.37832e+07	0	0	
92	1.37832e+07	0	0	
95	1.34963e+07	0	0	
97	1.3804e+07	0	0	
99	1.3804e+07	0	0	
96	1.3804e+07	0	0	
96	1.3804e+07	0	0	
95	1.3804e+07	0	0	
96	1.3804e+07	0	0	
96	1.3804e+07	0	0	
98	1.3804e+07	0	0	
99	1.3804e+07	0	0	
116	1.3804e+07	0	0	
890	1.3804e+07	0	0	
881	1.3804e+07	0.78	1.5405	
888	1.3804e+07	1.95	3.081	
882	1.3804e+07	3.9	6.162	
882	1.3804e+07	7.8	15.405	
887	1.3804e+07	18.0775	19.9372	
889	1.3804e+07	20.4107	19.5726	
887	1.3804e+07	20.1383	12.8981	
1137	1.3804e+07	13.4251	12.8981	
1298	1.3804e+07	13.6136	15.4707	
1297	1.36983e+07	19.8432	19.7995	
2069	1.37857e+07	20.5699	19.7225	
2657	1.37857e+07	20.6349	25.4234	
2594	1.37857e+07	38.7296	63.0424	
2608	1.37857e+07	64.4962	67.5663	
2689	1.37857e+07	43.0072	41.3008	
2532	1.35419e+07	43.2998	42.2816	
2468	1.32871e+07	44.6063	42.1892	
2468	1.32871e+07	41.7332	38.9284	
2430	1.37748e+07	40.6705	39.0722	
2468	1.37748e+07	40.105	38.8309	
2446	1.37748e+07	40.7875	39.0311	
2480	1.37748e+07	40.1992	39.0311	
2477	1.37748e+07	40.872	39.3341	
2455	1.37748e+07	40.976	39.1852	
2481	1.37748e+07	40.5243	38.8206	
2476	1.37748e+07	40.7127	39.5857	
2481	1.37748e+07	41.0312	39.2571	
2506	1.37748e+07	40.8135	39.4265	
2502	1.37748e+07	41.1742	39.7654	
2458	1.37748e+07	41.3757	39.709	
2491	1.37748e+07	41.0962	39.0055	
2527	1.37748e+07	40.651	39.4625	
2521	1.38569e+07	41.2815	40.0889	
2475	1.38569e+07	41.7495	40.0889	
2474	1.38569e+07	41.6812	39.2827	
2521	1.38569e+07	40.4137	39.2827	
2531	1.38569e+07	41.2555	39.9657	
2523	1.38569e+07	41.7495	40.1506	
2523	1.38569e+07	41.6162	40.0068	
2522	1.38569e+07	41.6162	40.0581	
2497	1.37868e+07	41.5252	40.0581	
2483	1.37868e+07	41.5252	39.6319	
2498	1.37868e+07	41.0897	39.293	
2490	1.37868e+07	41.1548	39.6936	
2488	1.37868e+07	41.08	39.4317	
2466	1.37868e+07	41.1905	39.6679	
2514	1.37868e+07	40.8817	39.1852	
2520	1.37868e+07	40.7225	39.4009	
2520	1.37868e+07	41.5448	40.1916	
2494	1.37868e+07	41.6553	39.976	
2502	1.37868e+07	41.4082	39.3238	
2476	1.37868e+07	41.2523	39.976	
2545	1.37868e+07	41.0475	39.5036	
2525	1.37868e+07	41.9022	40.5665	
2540	1.37868e+07	41.9022	39.976	
2549	1.37868e+07	41.834	40.6333	
2499	1.37868e+07	42.3117	40.0016	
2484	1.37868e+07	41.1905	39.7449	
2524	1.37868e+07	41.067	39.5395	
2488	1.37868e+07	41.5545	40.0633	
2474	1.37868e+07	41.418	39.4522	
2487	1.37868e+07	40.7323	39.2109	
2515	1.37868e+07	40.9077	39.56	
2485	1.37868e+07	41.5805	39.9708	
2541	1.37868e+07	41.1353	39.5498	
2532	1.37868e+07	41.7463	40.3868	
2512	1.37868e+07	42.0095	40.3868	
2532	1.37868e+07	41.6683	39.8835	
2482	1.37868e+07	41.4505	40.2276	
2526	1.38627e+07	41.7982	39.5806	
2565	1.38627e+07	41.0865	39.9606	
2575	1.38627e+07	42.081	40.6384	
2536	1.38627e+07	42.4092	40.9208	
2531	1.38627e+07	42.4092	40.5511	
2569	1.38627e+07	41.834	40.0171	
2537	1.38627e+07	41.9705	40.7308	
2543	1.38627e+07	42.3052	40.4381	
2569	1.38627e+07	41.8405	40.2738	
2456	1.38627e+07	41.8405	40.6692	
2456	1.38627e+07	42.4482	40.51	
100	1.38627e+07	38.935	18.8403	
100	1.38627e+07	1.29675	0	
99	1.38627e+07	0	0	
99	1.38627e+07	0	0	
101	1.37022e+07	0	0	
98	1.37022e+07	0	0	
100	1.38206e+07	0	0	
98	1.38206e+07	0	0	
97	1.37432e+07	0	0	
96	1.37432e+07	0	0	
98	1.38147e+07	0	0	
94	1.38147e+07	0	0	
94	1.38147e+07	0	0	
94	1.38147e+07	0	0	
232	1.38147e+07	0	0	
891	1.29563e+07	0	0	
903	1.38068e+07	0.78	1.5405	
890	1.38068e+07	1.95	3.081	
885	1.38068e+07	3.9	6.162	
892	1.38068e+07	7.8	15.405	
897	1.38068e+07	18.2442	19.9038	
889	1.38068e+07	20.2982	20.4599	
880	1.38068e+07	20.904	12.9628	
871	1.38068e+07	13.3965	12.7872	
944	1.38068e+07	13.3367	12.7009	
1798	1.38068e+07	13.2015	12.7009	
1827	1.38068e+07	16.8129	23.7935	
1776	1.38068e+07	29.2877	28.3945	
1791	1.36156e+07	29.6777	42.3175	
1859	1.38148e+07	28.7937	27.6982	
1859	1.38148e+07	29.0706	27.7803	
2210	1.37334e+07	30.0937	32.2401	
2199	1.37334e+07	36.153	34.6895	
2263	1.38098e+07	51.961	34.3044	
2638	1.38098e+07	36.686	38.5895	
2625	1.38098e+07	43.4427	41.6834	
2586	1.38098e+07	43.3485	41.4908	
2613	1.38098e+07	43.0007	41.0723	
2658	1.38098e+07	43.381	41.5421	
2628	1.38098e+07	43.7775	42.0813	
2618	1.35341e+07	43.6085	41.4215	
2682	1.39151e+07	43.3127	41.7065	
2619	1.38138e+07	44.0863	42.4279	
2594	1.38138e+07	43.94	41.4266	
2608	1.38138e+07	42.9487	40.9105	
2642	1.38138e+07	42.887	41.3368	
2635	1.38138e+07	43.3713	41.7065	
2585	1.32105e+07	43.8555	41.7065	
2621	1.37611e+07	42.9715	40.8489	
2601	1.37611e+07	42.8317	41.4574	
2567	1.37611e+07	43.329	41.1031	
2599	1.37611e+07	42.679	40.5947	
2580	1.37611e+07	42.3897	40.8104	
2576	1.37611e+07	43.134	41.1108	
2565	1.38351e+07	42.5002	40.587	
2552	1.35721e+07	42.5002	40.6538	
2571	1.38277e+07	42.38	40.4253	
2542	1.38277e+07	41.925	40.2892	
2532	1.3577e+07	42.4092	40.2892	
2580	1.38246e+07	41.782	39.7629	
2522	1.38246e+07	41.6683	40.4073	
2522	1.38246e+07	42.5783	40.32	
2511	1.36862e+07	41.6553	39.7064	
2565	1.38238e+07	41.5252	40.0812	
2556	1.38238e+07	42.3605	40.6872	
2495	1.38238e+07	42.3605	39.9246	
2545	1.38238e+07	41.1905	39.6525	
2508	1.38238e+07	41.9803	40.3662	
2515	1.38238e+07	41.7397	39.4111	
2524	1.38238e+07	41.223	39.8425	
2523	1.38238e+07	41.5448	40.1814	
2543	1.38238e+07	42.1688	39.8784	
2518	1.38238e+07	41.7235	40.1531	
2453	1.38238e+07	41.8568	39.8091	
2466	1.38238e+07	41.0475	38.8822	
2506	1.38238e+07	40.5892	39.1826	
2516	1.38238e+07	41.6357	39.6294	
2510	1.38238e+07	41.1807	39.8758	
2555	1.38238e+07	41.821	39.7988	
2523	1.38238e+07	41.6618	40.356	
2540	1.38238e+07	42.2825	40.1146	
2529	1.38238e+07	41.7495	40.2533	
2523	1.38238e+07	42.2858	40.148	
2563	1.38238e+07	41.7007	39.9323	
2520	1.38238e+07	41.9673	40.5254	
2468	1.38238e+07	42.5588	40.1531	
2488	1.38238e+07	41.249	39.1878	
2476	1.38238e+07	40.8947	39.3315	
2437	1.38238e+07	40.9955	39.2622	
2505	1.38238e+07	40.9955	38.7384	
2483	1.38238e+07	40.2188	39.0979	
2509	1.38238e+07	41.5513	39.5344	
2509	1.38238e+07	41.0345	39.3932	
2502	1.38238e+07	41.5187	39.8219	
2472	1.38238e+07	41.2847	39.1184	
2528	1.38238e+07	40.8785	39.2391	
2524	1.38238e+07	41.6195	40.1737	
2547	1.38238e+07	41.7365	40.0966	
2522	1.38238e+07	42.302	40.0966	
2520	1.38238e+07	41.7072	39.9144	
2494	1.38238e+07	41.7072	39.7962	
2516	1.37509e+07	41.4147	39.6422	
2519	1.37509e+07	41.6357	39.9657	
2519	1.38252e+07	41.769	39.56	
2519	1.38252e+07	41.2197	40.0222	
2513	1.38252e+07	41.8957	39.863	
2536	1.38252e+07	41.6715	39.7475	
2525	1.38252e+07	41.6195	39.9041	
2519	1.38252e+07	41.678	39.9888	
2530	1.38252e+07	41.5837	39.7372	
2514	1.32533e+07	41.4668	39.9862	
2496	1.38261e+07	42.3768	39.9862	
2512	1.38261e+07	41.1483	39.3752	
2521	1.38261e+07	41.1483	39.6602	
2475	1.38261e+07	41.6455	39.7834	
2513	1.38261e+07	41.2327	39.2288	
2533	1.38261e+07	41.0735	39.5215	
2527	1.38261e+07	41.808	40.1352	
2508	1.38261e+07	41.7202	39.8322	
2515	1.38261e+07	41.795	39.9246	
2561	1.38261e+07	41.3757	39.5754	
2532	1.30418e+07	41.5448	40.1403	
2522	1.38225e+07	42.354	40.3483	
2522	1.38225e+07	41.756	39.6576	
2540	1.39157e+07	41.5773	40.1275	
2521	1.3819e+07	41.9152	39.6961	
2549	1.3819e+07	41.5155	40.1198	
2520	1.3819e+07	42.1297	39.9631	
2523	1.3819e+07	41.4765	39.8065	
2541	1.3819e+07	41.6097	39.9272	
2531	1.3819e+07	41.9965	39.9272	
2539	1.3819e+07	41.7137	40.0581	
2542	1.3819e+07	42.0127	40.0581	
2526	1.3819e+07	41.899	40.2533	
2539	1.3819e+07	41.899	39.8784	
2509	1.3819e+07	41.7723	40.1043	
2482	1.3819e+07	41.652	39.5575	
2525	1.34212e+07	41.1385	39.3341	
2522	1.36107e+07	41.3887	39.8887	
2522	1.38262e+07	41.899	39.6858	
2523	1.29447e+07	41.158	39.7757	
2522	1.38285e+07	41.925	39.9118	
2516	1.38285e+07	41.4895	39.8194	
2579	1.38285e+07	41.6683	39.7398	
2508	1.38285e+07	41.8925	40.7385	
2492	1.38285e+07	42.575	39.94	
2572	1.32831e+07	41.1287	39.3084	
2547	1.38138e+07	41.3952	40.2918	
2554	1.38138e+07	42.484	40.4047	
2564	1.38138e+07	42.1785	40.4047	
2547	1.38138e+07	42.1785	40.4047	
2569	1.38138e+07	42.3345	40.4047	
2539	1.38138e+07	42.1167	40.5049	
2544	1.38138e+07	42.224	39.9272	
2544	1.38138e+07	42.0648	40.5947	
2586	1.38138e+07	41.9705	40.3765	
2555	1.38138e+07	42.783	40.8361	
2533	1.38138e+07	42.3507	40.0504	
2521	1.36389e+07	41.7625	40.1377	
2515	1.38128e+07	41.7625	39.5446	
2580	1.38128e+07	41.3433	40.1891	
2569	1.38128e+07	42.5913	40.7591	
2527	1.38128e+07	42.5327	40.3329	
2497	1.38128e+07	41.7495	39.7885	
2510	1.38128e+07	41.3757	39.4548	
2510	1.38128e+07	41.3757	39.673	
2463	1.38128e+07	41.4538	39.3983	
2529	1.38128e+07	40.508	39.103	
2543	1.38128e+07	41.7593	39.9631	
2536	1.38128e+07	41.8112	40.3354	
2530	1.38128e+07	42.2045	40.1043	
2572	1.38128e+07	41.7852	40.0376	
2555	1.38128e+07	42.0355	40.5485	
2558	1.38128e+07	42.471	40.4433	
2526	1.38128e+07	41.9965	40.2533	
2549	1.38128e+07	42.1818	40.0016	
2549	1.38128e+07	41.444	40.1069	
2571	1.38128e+07	42.146	40.1865	
2566	1.32864e+07	41.9997	40.3585	
2555	1.31012e+07	42.627	40.7873	
2548	1.38167e+07	42.2598	40.3303	
2561	1.38167e+07	42.1427	40.1069	
2570	1.38167e+07	41.8698	40.2635	
2569	1.38167e+07	42.484	40.6564	
2589	1.38167e+07	42.3377	40.4869	
2589	1.38167e+07	42.4222	40.7385	
2544	1.38167e+07	42.6075	40.2327	
2566	1.38167e+07	41.8763	40.5049	
2538	1.38167e+07	42.276	40.0735	
2556	1.38167e+07	41.7593	40.1916	
2567	1.29744e+07	42.107	40.3637	
2546	1.38679e+07	42.3442	40.4895	
2537	1.38679e+07	41.9315	39.7192	
2606	1.32516e+07	41.5935	40.4047	
2567	1.38271e+07	42.8252	40.9645	
2542	1.38271e+07	42.5295	40.5203	
2514	1.32705e+07	42.0907	40.0633	
2554	1.38215e+07	41.8372	39.6268	
2535	1.38215e+07	41.6162	40.3226	
2532	1.38215e+07	42.0257	40.0145	
2509	1.38215e+07	42.0257	40.0145	
2541	1.38215e+07	41.2523	39.5831	
2548	1.38215e+07	41.756	40.2533	
2517	1.38215e+07	42.211	40.3097	
2530	1.38215e+07	41.9152	39.8887	
2533	1.38215e+07	41.6618	39.9477	
2551	1.38215e+07	41.899	40.13	
2512	1.38215e+07	42.0127	40.2866	
2522	1.38215e+07	42.081	39.9092	
2570	1.38215e+07	41.6097	39.9092	
2550	1.38215e+07	41.7267	40.3919	
2545	1.38215e+07	42.64	40.5562	
2552	1.38215e+07	42.1655	40.2122	
2597	1.38215e+07	42.1655	40.5588	
2512	1.38215e+07	42.1655	40.5588	
2530	1.38215e+07	42.757	40.2276	
2530	1.38215e+07	41.2912	39.691	
2510	1.38215e+07	41.7788	39.9529	
2562	1.38215e+07	41.418	39.6602	
2590	1.38215e+07	42.1753	40.9259	
2542	1.39934e+07	42.679	40.7257	
2492	1.3567e+07	42.0843	39.4496	
2555	1.3823e+07	40.9468	39.4496	
2573	1.3823e+07	42.003	40.9003	
2553	1.3823e+07	42.6042	40.3893	
2502	1.3397e+07	42.159	40.0093	
2537	1.38184e+07	41.2782	39.4445	
2560	1.38184e+07	41.5057	40.1916	
2243	1.38184e+07	42.3117	40.2841	
98	1.38184e+07	41.6357	30.2323	
100	1.35226e+07	10.699	0	
97	1.38295e+07	0	0	
95	1.38295e+07	0	0	
93	1.38295e+07	0	0	
93	1.38295e+07	0	0	
94	1.38295e+07	0	0	
91	1.37447e+07	0	0	
94	1.38259e+07	0	0	
93	1.38259e+07	0	0	
94	1.38259e+07	0	0	
91	1.35401e+07	0	0	
94	1.3822e+07	0	0	
92	1.3822e+07	0	0	
96	1.3822e+07	0	0	
94	1.3822e+07	0	0	
95	1.3822e+07	0	0	
96	1.3822e+07	0	0	
96	1.3822e+07	0	0	
95	1.3822e+07	0	0	
98	1.3822e+07	0	0	
94	1.3822e+07	0	0	
95	1.3822e+07	0	0	
95	1.3822e+07	0	0	
94	1.3822e+07	0	0	
95	1.3822e+07	0	0	
97	1.3822e+07	0	0	
96	1.3822e+07	0	0	
95	1.3822e+07	0	0	
94	1.3822e+07	0	0	
97	1.37479e+07	0	0	
95	1.37479e+07	0	0	
97	1.38205e+07	0	0	
94	1.38205e+07	0	0	
92	1.38205e+07	0	0	
95	1.37456e+07	0	0	
96	1.38154e+07	0	0	
101	1.3349e+07	0	0	
99	1.38385e+07	0	0	
99	1.38385e+07	0	0	
97	1.38385e+07	0	0	
99	1.38385e+07	0	0	
95	1.38385e+07	0	0	
98	1.38385e+07	0	0	
91	1.38385e+07	0	0	
99	1.38385e+07	0	0	
97	1.38385e+07	0	0	
97	1.38385e+07	0	0	
97	1.38385e+07	0	0	
97	1.38385e+07	0	0	
99	1.38385e+07	0	0	
97	1.38385e+07	0	0	
99	1.38385e+07	0	0	
100	1.38385e+07	0	0	
102	1.38385e+07	0	0	
99	1.38385e+07	0	0	
98	1.38385e+07	0	0	
97	1.38385e+07	0	0	
95	1.38385e+07	0	0	
96	1.33559e+07	0	0	
97	1.38224e+07	0	0	
99	1.38224e+07	0	0	
97	1.38224e+07	0	0	
100	1.38224e+07	0	0	
102	1.38224e+07	0	0	
103	1.38224e+07	0	0	
96	1.38224e+07	0	0	
98	1.38224e+07	0	0	
96	1.34839e+07	0	0	
94	1.30145e+07	0	0	
92	1.25853e+07	0	0	
94	1.32598e+07	0	0	
91	1.38144e+07	0	0	
96	1.38144e+07	0	0	
96	1.36647e+07	0	0	
101	1.33086e+07	0	0	
101	1.38136e+07	0	0	
100	1.38136e+07	0	0	
102	1.38136e+07	0	0	
98	1.38136e+07	0	0	
98	1.38136e+07	0	0	
97	1.38136e+07	0	0	
97	1.33531e+07	0	0	
98	1.38131e+07	0	0	
94	1.38131e+07	0	0	
100	1.38131e+07	0	0	
95	1.32702e+07	0	0	
98	1.35546e+07	0	0	
97	1.38356e+07	0	0	
97	1.37108e+07	0	0	
94	1.33028e+07	0	0	
97	1.38178e+07	0	0	
97	1.38178e+07	0	0	
102	5.48007e+06	0	0	
99	1.37989e+07	0	0	
97	1.37989e+07	0	0	
97	1.39372e+07	0	0	
96	1.3788e+07	0	0	
100	1.36232e+07	0	0	
98	1.34672e+07	0	0	
94	1.36728e+07	0	0	
91	1.3251e+07	0	0	
94	1.37961e+07	0	0	
92	1.37961e+07	0	0	
96	1.36603e+07	0	0	
92	1.37415e+07	0	0	
95	1.38205e+07	0	0	
92	1.38205e+07	0	0	
95	1.35163e+07	0	0	
94	1.38296e+07	0	0	
98	1.24857e+07	0	0	
98	1.24857e+07	0	0	
95	1.34989e+07	0	0	
100	1.3834e+07	0	0	
96	1.3834e+07	0	0	
99	1.3834e+07	0	0	
98	1.35016e+07	0	0	
98	1.38134e+07	0	0	
97	1.35703e+07	0	0	
95	1.38285e+07	0	0	
93	1.38285e+07	0	0	
91	1.38285e+07	0	0	
94	1.38285e+07	0	0	
93	1.38285e+07	0	0	
96	1.38285e+07	0	0	
95	1.38285e+07	0	0	
101	1.38285e+07	0	0	
101	1.34016e+07	0	0	
100	1.38308e+07	0	0	
97	1.29551e+07	0	0	
96	1.37749e+07	0	0	
865	1.37749e+07	0	0	
880	1.37749e+07	0.78	1.5405	
887	1.37749e+07	1.95	3.081	
897	1.37749e+07	3.9	6.162	
880	1.33403e+07	7.8	15.405	
887	1.3769e+07	18.2962	19.6742	
904	1.3769e+07	20.1305	20.4486	
895	1.3769e+07	20.917	13.1548	
881	1.3769e+07	13.793	13.1548	
875	1.3769e+07	13.5694	12.8642	
1600	1.3769e+07	13.3874	12.8057	
1600	1.3769e+07	13.312	14.7806	
2316	1.3769e+07	26.4446	35.0433	
2296	1.3769e+07	38.1004	55.5504	
2261	1.29522e+07	56.1925	35.8731	
2301	1.38204e+07	37.1345	35.7447	
2527	1.38204e+07	37.6935	36.4585	
2733	1.38204e+07	40.6932	42.5486	
2704	1.38204e+07	45.4642	42.8413	
3058	1.38204e+07	44.5737	43.1905	
3288	1.38204e+07	48.386	50.8801	
3261	1.38204e+07	54.6292	52.1998	
3236	1.38204e+07	54.2912	51.9251	
3301	1.38204e+07	53.9565	51.5605	
