scalerS16b	IPM2C21A	IPM2C24A		
850	1.37734e+07	13.1261	12.6044	
849	1.37734e+07	13.0598	12.5345	
849	1.37734e+07	13.0598	12.5345	
850	1.37734e+07	13.0598	12.5345	
844	1.591e+07	13.0598	12.5345	
823	1.38224e+07	12.6971	12.3928	
837	1.38224e+07	12.8752	12.2192	
845	1.38224e+07	12.9558	12.3497	
840	1.38224e+07	12.9558	12.5109	
829	1.38224e+07	12.8778	12.4298	
831	1.38224e+07	12.8206	12.2542	
827	1.38224e+07	12.8206	12.3065	
840	1.38224e+07	12.6893	12.211	
827	1.38224e+07	12.8349	12.3343	
818	1.38224e+07	12.6009	12.1915	
825	1.38224e+07	12.6009	12.0056	
821	1.38224e+07	12.7088	12.1741	
827	1.38224e+07	12.6139	12.0796	
823	1.38224e+07	12.6997	12.1823	
831	1.38224e+07	12.5554	12.1094	
836	1.38224e+07	12.7855	12.1607	
835	1.38224e+07	12.8505	12.2829	
833	1.38224e+07	12.8505	12.3363	
833	1.38224e+07	12.792	12.3363	
835	1.38224e+07	12.792	12.2665	
838	1.38224e+07	12.792	12.2665	
834	1.39014e+07	12.9259	12.2665	
832	1.38192e+07	12.8323	12.4226	
830	1.38192e+07	12.8323	12.3004	
829	1.38192e+07	12.8323	12.3004	
842	1.38192e+07	12.6945	12.2501	
836	1.38192e+07	12.9155	12.3096	
827	1.38192e+07	12.8401	12.3692	
827	1.38192e+07	12.6984	12.2326	
833	1.38192e+07	12.6984	12.1823	
822	1.38192e+07	12.6984	12.2747	
827	1.38192e+07	12.6126	12.1083	
825	1.38192e+07	12.6737	12.1083	
827	1.38192e+07	12.6737	12.1751	
812	1.38192e+07	12.4904	12.1022	
830	1.38192e+07	12.6815	11.9769	
833	1.38192e+07	12.6815	12.1956	
828	1.39375e+07	12.8141	12.287	
844	1.38105e+07	12.7621	12.1761	
822	1.38105e+07	12.8128	12.3702	
838	1.38105e+07	12.5684	12.0775	
840	1.38105e+07	12.8973	12.2665	
823	1.38105e+07	12.7712	12.2665	
819	1.38105e+07	12.4891	12.1217	
818	1.38105e+07	12.4891	11.9871	
820	1.38105e+07	12.402	11.9871	
835	1.38105e+07	12.6451	11.9358	
824	1.38105e+07	12.7088	12.249	
836	1.38105e+07	12.6386	12.1124	
833	1.39328e+07	12.7426	12.1669	
839	1.38036e+07	12.7426	12.2429	
845	1.38036e+07	12.7426	12.2429	
837	1.38036e+07	12.9038	12.2429	
838	1.38036e+07	12.7439	12.3271	
836	1.38036e+07	12.8076	12.2634	
1139	1.38036e+07	12.6633	12.2634	
1457	1.38036e+07	17.1197	12.477	
1445	1.38036e+07	23.4598	21.3462	
1447	1.38036e+07	23.3376	22.4174	
1447	1.38036e+07	23.3376	22.4174	
1427	1.38036e+07	23.1491	22.2736	
1383	1.38036e+07	22.5498	22.0425	
1406	1.38036e+07	22.4315	21.3257	
1421	1.38036e+07	23.0308	21.909	
1418	1.38036e+07	22.932	22.023	
1407	1.38036e+07	22.932	22.023	
1392	1.38036e+07	22.5316	21.7447	
1378	1.38036e+07	22.191	21.4509	
1367	1.38036e+07	22.2885	21.3441	
1359	1.38036e+07	21.8517	21.1151	
1360	1.38036e+07	21.8517	20.9323	
1347	1.38036e+07	21.8517	20.995	
1382	1.38036e+07	21.7724	20.8009	
1353	1.38036e+07	22.2859	21.2394	
1341	1.38036e+07	21.7282	21.0443	
1356	1.38036e+07	21.5943	20.7238	
1319	1.38036e+07	21.8959	20.8625	
1342	1.38036e+07	21.216	20.6283	
1334	1.38036e+07	21.6398	20.6283	
1356	1.38036e+07	21.6398	20.6817	
1364	1.38036e+07	21.7906	20.8389	
1347	1.38036e+07	22.0142	20.9477	
1342	1.38036e+07	21.6775	21.0001	
1337	1.38036e+07	21.5592	20.7279	
1317	1.38036e+07	21.4617	20.6458	
1320	1.38036e+07	21.1484	20.427	
1320	1.38036e+07	21.1484	20.3058	
1327	1.38036e+07	21.2095	20.3634	
1306	1.38036e+07	21.2095	20.2935	
1302	1.38036e+07	21.0431	20.2935	
1302	1.38036e+07	20.8416	20.0121	
1305	1.38036e+07	20.9794	20.0121	
1290	1.38036e+07	20.6804	20.0121	
1301	1.38036e+07	20.6804	19.6855	
1323	1.38036e+07	21.1159	20.1302	
1331	1.38036e+07	21.2368	20.3028	
1301	1.38036e+07	21.0093	20.3664	
1313	1.38036e+07	20.9521	19.9885	
1307	1.38036e+07	20.9521	20.2021	
1294	1.38036e+07	20.839	20.0583	
1295	1.38036e+07	20.7844	19.8663	
1309	1.38036e+07	20.7844	19.8663	
1307	1.38036e+07	21.0899	20.0758	
1311	1.38036e+07	21.021	20.2134	
1298	1.38036e+07	21.021	20.2134	
1288	1.38036e+07	20.7857	20.0881	
1282	1.38036e+07	20.5374	19.7307	
1289	1.38036e+07	20.5959	19.7307	
1299	1.38036e+07	20.7012	19.8057	
1306	1.38036e+07	20.9053	19.9012	
1296	1.38036e+07	21.0587	20.0861	
1272	1.38036e+07	20.7181	20.1549	
1282	1.38036e+07	20.3736	19.6588	
1293	1.38036e+07	20.6245	19.5418	
1294	1.38036e+07	20.7688	19.9474	
1282	1.38036e+07	20.6882	19.9474	
1304	1.38036e+07	20.5829	19.6239	
1305	1.38036e+07	20.9469	19.9628	
1301	1.38036e+07	20.9469	20.122	
1296	1.38036e+07	20.8585	20.0501	
1324	1.38036e+07	20.8585	20.0501	
1324	1.38036e+07	21.1562	20.0501	
1313	1.38036e+07	21.1562	20.4065	
1309	1.38036e+07	20.8806	20.1764	
1319	1.38036e+07	21.0301	20.0542	
1306	1.38036e+07	20.9781	20.1918	
1312	1.38036e+07	20.9781	20.0676	
1313	1.38036e+07	20.8845	20.0676	
1326	1.38036e+07	21.3005	20.2185	
1317	1.38036e+07	20.8949	20.2185	
1315	1.38036e+07	21.2433	20.2185	
1289	1.38036e+07	20.7285	20.1313	
1300	1.38036e+07	20.8091	19.8149	
1327	1.38036e+07	20.93	19.9597	
1307	1.38036e+07	21.1536	20.3705	
1325	1.38036e+07	21.0171	20.1056	
1318	1.38036e+07	21.2537	20.2791	
1307	1.38036e+07	20.9456	20.2791	
1296	1.38036e+07	20.9456	20.0696	
1306	1.38036e+07	20.9456	19.9238	
1295	1.38036e+07	20.8221	20.2514	
1303	1.38036e+07	20.8221	19.7472	
1298	1.38036e+07	20.8221	20.1015	
1304	1.38036e+07	20.7155	19.933	
1299	1.38036e+07	20.7935	19.933	
1317	1.38036e+07	20.6752	19.8232	
1298	1.38036e+07	21.0093	19.9751	
1306	1.38036e+07	20.722	20.1097	
1316	1.38036e+07	20.722	19.7256	
1313	1.38036e+07	20.9677	19.9957	
1320	1.38036e+07	20.9677	20.198	
1325	1.38036e+07	21.086	20.2627	
1325	1.38036e+07	21.086	20.1518	
1310	1.38036e+07	20.8793	20.1518	
1314	1.38036e+07	21.0392	20.1518	
1327	1.38036e+07	20.9326	19.9854	
1318	1.38036e+07	21.3824	20.4589	
1331	1.38036e+07	21.2784	20.3151	
1323	1.38036e+07	21.1146	20.3151	
1309	1.38036e+07	21.0171	20.3151	
1322	1.39355e+07	21.0171	20.0553	
1292	1.38297e+07	20.9456	20.2668	
1284	1.38297e+07	20.4061	19.7564	
1305	1.38297e+07	20.709	19.6866	
1327	1.38297e+07	21.0028	19.9443	
1316	1.38297e+07	21.1731	20.2945	
1298	1.38297e+07	20.748	20.1107	
1300	1.38297e+07	20.6531	19.8334	
1289	1.38297e+07	20.6531	19.8334	
1301	1.38297e+07	20.5725	19.7441	
1295	1.38297e+07	20.6739	19.7441	
1278	1.38297e+07	20.7519	19.8057	
1278	1.38297e+07	20.3229	19.6783	
1310	1.38297e+07	20.4386	19.552	
1312	1.38297e+07	20.8897	19.8992	
1313	1.38297e+07	20.8897	19.9762	
1321	1.38297e+07	20.8897	20.0532	
1325	1.38297e+07	21.0977	20.0532	
1309	1.38297e+07	21.0977	20.3038	
1314	1.38297e+07	20.9118	20.2216	
1318	1.38297e+07	20.9118	20.008	
1310	1.38297e+07	21.0041	20.008	
1292	1.38297e+07	20.9222	20.2196	
1292	1.38297e+07	20.6206	19.816	
1289	1.38297e+07	20.7103	19.816	
1282	1.38297e+07	20.5231	19.816	
1302	1.38297e+07	20.6245	19.6321	
1289	1.38297e+07	20.696	19.9351	
1287	1.38297e+07	20.5855	19.7194	
1282	1.38297e+07	20.436	19.7194	
1322	1.38297e+07	20.9664	19.8047	
1309	1.38297e+07	21.2836	20.3479	
1290	1.38297e+07	20.657	20.1046	
1299	1.38297e+07	20.9495	19.8796	
1299	1.38297e+07	20.6193	19.9813	
1290	1.38297e+07	20.826	19.8868	
1285	1.38297e+07	20.5777	19.8868	
1279	1.38297e+07	20.4295	19.6475	
1308	1.38297e+07	20.6232	19.5921	
1301	1.38297e+07	20.7506	19.9885	
1302	1.38297e+07	20.8429	19.8714	
1295	1.38297e+07	20.7428	19.9639	
1292	1.38297e+07	20.7428	19.8355	
1291	1.38297e+07	20.7428	19.8355	
1311	1.38297e+07	20.7428	19.8355	
1305	1.38297e+07	20.9755	20.0799	
1302	1.38297e+07	20.7636	20.0008	
1322	1.38297e+07	20.8871	19.8601	
1320	1.38297e+07	21.1198	20.2935	
1315	1.38297e+07	21.0496	20.0974	
1318	1.38297e+07	20.9612	20.2709	
1325	1.38297e+07	20.9612	20.1087	
1315	1.38297e+07	21.0288	20.1087	
1322	1.38297e+07	21.0288	20.1775	
1322	1.38297e+07	21.0288	19.9936	
1302	1.38297e+07	20.7857	20.084	
1322	1.38297e+07	21.0821	20.084	
1292	1.38297e+07	20.5517	19.9135	
1329	1.38297e+07	20.5517	19.9135	
1321	1.38297e+07	21.2212	20.3747	
1327	1.38297e+07	21.0808	20.1929	
1303	1.38297e+07	20.9495	20.1929	
1317	1.38297e+07	20.8377	19.9341	
1315	1.38297e+07	21.0353	20.1261	
1304	1.38297e+07	21.0353	20.1816	
1313	1.38297e+07	20.891	19.9762	
1329	1.38297e+07	21.0522	20.1076	
1321	1.38297e+07	21.0522	20.3634	
1316	1.38297e+07	21.1133	20.2196	
1295	1.38297e+07	21.1133	20.1518	
1287	1.38297e+07	20.5205	19.8663	
1300	1.38297e+07	20.5205	19.6619	
1302	1.38297e+07	20.7506	19.8632	
1311	1.38297e+07	20.7506	19.8632	
1301	1.38297e+07	20.7506	20.0316	
1307	1.36383e+07	20.8559	19.8653	
1304	1.38132e+07	20.8559	20.044	
1314	1.38132e+07	20.8	19.8899	
1302	1.38132e+07	20.9027	20.1076	
1295	1.38132e+07	20.748	20.0162	
1291	1.38132e+07	20.748	19.8457	
1300	1.38132e+07	20.6206	19.931	
1288	1.38132e+07	20.6206	19.7194	
1318	1.38132e+07	20.5387	19.7749	
1304	1.38132e+07	20.5387	19.8714	
1304	1.38132e+07	20.9326	20.122	
1307	1.38132e+07	20.9326	20.0696	
1299	1.38132e+07	20.9326	19.9721	
1321	1.38132e+07	20.7935	20.046	
1300	1.38132e+07	21.1848	20.3592	
1317	1.38132e+07	20.8195	19.8067	
1344	1.38132e+07	20.8195	20.1528	
1308	1.38132e+07	21.1523	20.5462	
1300	1.38132e+07	21.1523	19.9433	
1302	1.38132e+07	20.6895	19.857	
1308	1.38132e+07	20.6895	19.857	
1325	1.38132e+07	20.8559	19.9762	
1334	1.38132e+07	20.9274	20.2915	
1333	1.38132e+07	21.2784	20.4034	
1330	1.38132e+07	21.1718	20.3079	
1308	1.38132e+07	21.2576	20.3777	
1304	1.38132e+07	21.0717	20.0275	
1309	1.38132e+07	20.787	19.8724	
1310	1.38132e+07	20.787	20.0203	
1315	1.38132e+07	20.8728	20.0203	
1320	1.38132e+07	20.8728	20.0974	
1303	1.38132e+07	21.0886	20.2062	
1316	1.39333e+07	20.9664	20.007	
1303	1.38296e+07	20.8104	20.007	
1330	1.38296e+07	20.9859	20.0748	
1321	1.38296e+07	20.8494	20.1323	
1325	1.38296e+07	21.2147	20.4096	
1307	1.38296e+07	21.1432	20.1528	
1312	1.38296e+07	21.1432	20.2874	
1307	1.38296e+07	20.9404	20.009	
1282	1.38296e+07	20.9404	20.0943	
1282	1.38296e+07	20.9404	20.0943	
1301	1.38296e+07	20.6362	19.6291	
1311	1.38296e+07	20.7129	20.0357	
1298	1.38296e+07	21.0106	20.0357	
1276	1.38296e+07	20.6791	19.778	
1323	1.38296e+07	20.5101	19.7163	
1302	1.38296e+07	20.9157	20.3007	
1324	1.38296e+07	21.0223	19.9556	
1304	1.38296e+07	21.0223	20.2298	
1301	1.38296e+07	20.9027	19.8386	
1314	1.38296e+07	20.5829	19.9146	
1327	1.38296e+07	20.9651	20.2134	
1311	1.38296e+07	21.138	20.3212	
1304	1.38296e+07	21.138	20.1723	
1295	1.38296e+07	20.9937	20.0583	
1302	1.38296e+07	20.8988	19.9957	
1315	1.38296e+07	20.7025	19.9372	
1290	1.38296e+07	21.0626	20.1939	
1312	1.38296e+07	20.93	19.9125	
1327	1.38296e+07	20.6271	19.9125	
1309	1.38296e+07	21.1692	20.4229	
1270	1.38296e+07	21.2199	20.2237	
1297	1.38296e+07	20.9248	19.705	
1298	1.38296e+07	20.3424	19.705	
1285	1.38296e+07	20.9196	20.0758	
1292	1.38296e+07	20.813	19.8827	
1282	1.38296e+07	20.5036	19.6095	
1295	1.38296e+07	20.5959	19.705	
1287	1.38296e+07	20.5244	19.705	
1282	1.38296e+07	20.6739	19.8283	
1282	1.38296e+07	20.5348	19.6814	
1315	1.38296e+07	20.4035	19.6814	
1325	1.38296e+07	20.9014	20.2956	
1300	1.38296e+07	21.1393	20.121	
1295	1.38296e+07	20.8611	19.8796	
1291	1.38296e+07	20.7077	19.7739	
1286	1.38296e+07	20.5985	19.7739	
1329	1.38296e+07	20.4646	19.7739	
1321	1.38296e+07	21.099	20.3264	
1295	1.38296e+07	21.099	20.1847	
1319	1.38296e+07	20.8468	19.8766	
1313	1.38296e+07	20.8468	20.234	
1310	1.38296e+07	21.1783	20.1364	
1313	1.38296e+07	20.8936	20.1364	
1326	1.38296e+07	21.0054	20.1364	
1308	1.38296e+07	21.1523	20.3726	
1312	1.38296e+07	21.0717	20.1138	
1315	1.38296e+07	20.9612	20.1138	
1318	1.38296e+07	21.1419	20.2545	
1310	1.38296e+07	21.0405	20.2545	
1310	1.38296e+07	21.1432	20.1179	
1295	1.38296e+07	21.0782	20.2442	
1298	1.38296e+07	20.8689	19.8766	
1307	1.38296e+07	20.7233	19.8766	
1320	1.38296e+07	20.8104	19.9854	
1298	1.38296e+07	20.9898	20.2689	
1312	1.38296e+07	21.1692	20.083	
1303	1.38296e+07	20.7272	19.9043	
1300	1.38296e+07	20.9781	20.0974	
1300	1.38296e+07	20.8468	19.9823	
1289	1.38296e+07	20.7935	19.9156	
1289	1.38296e+07	20.8546	19.9156	
1306	1.38296e+07	20.6154	19.9156	
1304	1.38296e+07	20.9027	20.0532	
1300	1.38296e+07	20.9027	19.9597	
1286	1.38296e+07	20.7714	19.8776	
1318	1.38296e+07	20.5647	19.819	
1322	1.38296e+07	21.0483	20.273	
1344	1.38296e+07	21.0483	20.351	
1307	1.38296e+07	21.5189	20.6242	
1303	1.38296e+07	21.0951	19.9454	
1317	1.38296e+07	20.7181	19.9454	
1303	1.38296e+07	21.1016	20.2083	
1310	1.38296e+07	20.9482	19.9916	
1308	1.38296e+07	20.8468	20.0645	
1290	1.38296e+07	21.0106	20.0645	
1318	1.38296e+07	20.6934	19.7677	
1309	1.38296e+07	20.8689	20.1908	
1325	1.38296e+07	21.0535	20.0717	
1330	1.38296e+07	20.9976	20.3295	
1321	1.38296e+07	21.2446	20.4743	
1303	1.38296e+07	21.3824	20.4044	
1314	1.38296e+07	21.1211	20.0553	
1305	1.38296e+07	20.9183	20.0553	
1297	1.38296e+07	21.0405	20.2227	
1289	1.38296e+07	20.7571	19.7338	
1296	1.38296e+07	20.8117	20.0409	
1293	1.38296e+07	20.67	19.8016	
1301	1.38296e+07	20.7376	19.8016	
1315	1.38296e+07	20.5842	19.9125	
1328	1.3606e+07	20.8286	19.9125	
1326	1.38127e+07	20.9261	20.2381	
1326	1.38127e+07	21.1458	20.2381	
1314	1.38127e+07	21.1458	20.3192	
1312	1.38127e+07	21.073	20.0337	
1305	1.38127e+07	20.8884	20.0337	
1323	1.38127e+07	20.8351	20.1621	
1313	1.36515e+07	21.1575	20.1621	
1305	1.38248e+07	20.9898	20.008	
1289	1.38248e+07	20.7454	20.008	
1297	1.38248e+07	20.7454	19.6814	
1308	1.38248e+07	20.54	19.8653	
1309	1.38248e+07	20.7987	19.8653	
1327	1.38248e+07	20.7987	19.97	
1323	1.38248e+07	20.9846	20.2473	
1301	1.38248e+07	21.1185	20.2473	
1285	1.38248e+07	20.8403	19.8375	
1293	1.38248e+07	20.6817	19.7369	
1312	1.38248e+07	20.4633	19.7369	
1308	1.38248e+07	20.7493	20.0142	
1308	1.38248e+07	20.9443	20.0142	
1315	1.38248e+07	20.7402	19.9628	
1308	1.38248e+07	20.9937	20.1148	
1311	1.38248e+07	20.9937	20.0614	
1319	1.38248e+07	20.839	20.0614	
1327	1.38248e+07	20.839	20.0614	
1299	1.38248e+07	21.1263	20.3757	
1280	1.38248e+07	21.1263	20.0337	
1329	1.38248e+07	20.6336	19.5479	
1327	1.38248e+07	20.4698	20.046	
1318	1.3723e+07	21.3018	20.4989	
1312	1.38145e+07	21.216	20.1528	
1293	1.38145e+07	21.0119	20.2319	
1293	1.38145e+07	21.0119	19.8386	
1285	1.38145e+07	20.5764	19.7533	
1303	1.38145e+07	20.5244	19.7533	
1304	1.38145e+07	20.7389	19.9156	
1308	1.38145e+07	20.7389	19.969	
1296	1.38145e+07	20.8585	19.8724	
1322	1.38145e+07	20.6141	19.9515	
1317	1.38145e+07	21.0093	20.197	
1319	1.38145e+07	21.0093	20.047	
1314	1.38145e+07	21.0093	20.1395	
1303	1.38145e+07	21.0093	20.047	
1322	1.38145e+07	20.8117	19.93	
1304	1.38145e+07	20.9235	20.2124	
1309	1.38145e+07	21.0717	20.0121	
1318	1.38145e+07	20.7623	20.0121	
1317	1.38145e+07	20.9625	20.2288	
1300	1.38145e+07	21.1133	20.2288	
1328	1.38145e+07	20.9443	19.9577	
1303	1.38145e+07	20.8091	20.2144	
1288	1.38145e+07	21.1835	20.0614	
1302	1.38145e+07	20.7038	19.7533	
1307	1.38145e+07	20.6024	19.8786	
1296	1.38145e+07	20.7974	19.9916	
1293	1.38145e+07	20.9131	19.9916	
1308	1.38145e+07	20.657	19.7163	
1518	1.38145e+07	20.7844	20.083	
1750	1.38145e+07	20.8377	20.5195	
1733	1.38145e+07	24.8794	26.854	
1740	1.38145e+07	28.4583	40.7745	
1734	1.38145e+07	28.1905	26.8227	
1871	1.38145e+07	28.1905	27.2181	
1871	1.38145e+07	28.1905	27.2181	
1929	1.38145e+07	30.0105	30.1912	
1939	1.38145e+07	31.473	30.4018	
1968	1.38145e+07	47.5117	30.5096	
1940	1.38145e+07	32.11	30.9692	
1918	1.38145e+07	32.006	30.2965	
1958	1.38145e+07	31.3365	30.4351	
1967	1.38145e+07	32.123	30.8511	
1922	1.38145e+07	32.3018	30.7972	
1945	1.38145e+07	31.629	30.2631	
1914	1.38145e+07	31.694	30.4814	
1934	1.38145e+07	31.5347	30.1604	
1950	1.38145e+07	31.603	30.43	
1941	1.38145e+07	31.8857	30.6328	
1963	1.38145e+07	31.8857	30.5199	
1953	1.38145e+07	32.0775	30.7741	
1939	1.38145e+07	31.954	30.6662	
1949	1.38145e+07	31.954	30.4249	
1914	1.38145e+07	31.616	30.4942	
1890	1.38145e+07	31.9637	30.276	
1909	1.38145e+07	31.0667	29.6161	
1903	1.38145e+07	31.0667	29.9422	
1928	1.38145e+07	31.2162	29.9422	
1900	1.38145e+07	31.3267	30.24	
1906	1.38145e+07	31.5087	30.0089	
1937	1.38145e+07	30.9823	29.6238	
1939	1.38145e+07	31.343	30.3581	
1948	1.38145e+07	31.7395	30.5147	
1932	1.38145e+07	31.7395	30.5147	
1908	1.38145e+07	31.915	30.5147	
1922	1.38145e+07	31.603	30.0115	
1922	1.38145e+07	31.187	30.1065	
1948	1.38145e+07	31.4502	30.1065	
1955	1.38145e+07	31.6485	30.5866	
1928	1.38145e+07	31.9117	30.4583	
1936	1.38145e+07	31.551	30.3247	
1915	1.38145e+07	31.7037	30.3889	
1924	1.38145e+07	31.499	30.1733	
1915	1.38145e+07	31.5933	30.1142	
1873	1.38145e+07	31.2845	30.0269	
1909	1.38145e+07	31.0017	29.2849	
1936	1.38145e+07	30.6313	30.1322	
1916	1.38145e+07	31.85	30.3196	
1937	1.38145e+07	31.2097	30.1399	
1922	1.38145e+07	31.8013	30.4274	
1919	1.38145e+07	31.6355	30.24	
1909	1.38145e+07	31.2975	30.0885	
1955	1.38145e+07	31.473	30.0885	
1944	1.38145e+07	31.603	30.6688	
1932	1.38145e+07	31.9767	30.6688	
1899	1.38145e+07	31.6973	30.2606	
1928	1.38145e+07	31.3983	29.7907	
1921	1.38145e+07	31.1155	30.0038	
1882	1.38145e+07	31.6647	30.525	
1898	1.38145e+07	31.499	29.8626	
1921	1.38145e+07	30.8425	29.7034	
1902	1.38145e+07	31.1707	29.9987	
1929	1.38145e+07	31.538	30.2246	
1952	1.38145e+07	31.2585	30.2246	
1930	1.38145e+07	31.7102	30.5327	
1964	1.38145e+07	31.9215	30.5327	
1918	1.38145e+07	31.8403	30.7586	
1918	1.38145e+07	32.3083	30.7586	
1925	1.38145e+07	31.6647	30.2246	
1895	1.38145e+07	31.6062	30.2246	
1947	1.38145e+07	31.135	30.2246	
1902	1.38145e+07	31.8857	30.7509	
1892	1.38145e+07	31.6388	29.8575	
1876	1.38145e+07	31.1187	29.6572	
1918	1.38145e+07	30.6442	29.6572	
1905	1.38145e+07	31.3202	30.2066	
1927	1.38145e+07	31.4015	30.0808	
1905	1.38145e+07	31.5835	30.24	
1901	1.38145e+07	31.3007	29.9679	
1938	1.38145e+07	31.1545	29.8189	
1914	1.38145e+07	31.4925	30.4274	
1895	1.38145e+07	31.4925	29.9653	
1874	1.38145e+07	31.0343	29.7907	
1907	1.38145e+07	30.9757	29.4775	
1891	1.38145e+07	30.81	29.9268	
1887	1.38145e+07	31.2812	29.8215	
1885	1.38145e+07	31.2812	29.937	
1942	1.38145e+07	30.732	29.421	
1912	1.38145e+07	31.135	30.335	
1897	1.38145e+07	31.8175	30.2272	
1934	1.38145e+07	31.1935	29.7625	
1894	1.38145e+07	31.0408	30.1116	
1909	1.36355e+07	31.577	29.9242	
1865	5.46023e+06	30.9757	29.8652	
1867	1.38215e+07	31.0505	29.4313	
1895	1.38215e+07	30.4167	29.0461	
1895	1.38215e+07	30.4753	29.6033	
1853	1.38215e+07	30.9855	29.801	
1853	1.38215e+07	31.0537	29.5031	
1867	1.38215e+07	30.4265	29.1668	
1873	1.38215e+07	30.628	29.2926	
1905	1.38215e+07	30.628	29.6803	
1904	1.38215e+07	31.213	30.0757	
1868	1.38215e+07	31.213	29.9088	
1916	1.38215e+07	30.888	29.249	
1900	1.38215e+07	30.888	30.0629	
1882	1.38215e+07	31.3333	29.6726	
1891	1.38215e+07	30.68	29.5288	
1863	1.38215e+07	30.9237	29.5288	
1880	1.38215e+07	30.5273	29.2669	
1901	1.36107e+07	30.5273	29.4929	
1899	1.38132e+07	30.9985	29.8754	
1886	1.38132e+07	31.2878	29.8754	
1848	1.38132e+07	31.031	29.5596	
1917	1.38132e+07	30.4102	28.9665	
1913	1.37238e+07	30.667	30.0192	
1876	1.38217e+07	31.4145	30.0706	
1875	1.38217e+07	31.2455	29.6392	
1899	1.38217e+07	30.433	29.213	
1895	1.38217e+07	30.9303	29.8831	
1903	1.38217e+07	30.992	29.6906	
1887	1.38217e+07	31.0798	29.9293	
1864	1.36828e+07	31.2162	29.8421	
1922	1.38186e+07	30.914	29.385	
1889	1.38186e+07	30.6637	29.9165	
1923	1.38186e+07	31.6388	30.1656	
1891	1.38186e+07	31.044	29.896	
1909	1.38186e+07	31.5413	30.0346	
1926	1.38186e+07	31.0765	30.0346	
1926	1.38186e+07	31.3527	30.0346	
1911	1.38186e+07	31.5965	30.371	
1934	1.38186e+07	31.3787	30.2529	
1910	1.38186e+07	31.811	30.3247	
1912	1.38186e+07	31.2943	30.0783	
1939	1.31113e+07	31.4112	30.0783	
1929	1.38062e+07	31.694	30.448	
1922	1.38062e+07	31.5347	30.371	
1965	1.28184e+07	31.5965	30.2529	
1947	1.37964e+07	31.8403	30.8999	
1954	1.37964e+07	32.2562	30.7073	
1921	1.37964e+07	31.9637	30.7073	
1914	1.37964e+07	31.798	30.1861	
1890	1.37964e+07	31.2975	29.9704	
1880	1.37964e+07	31.1285	29.6649	
1914	1.37964e+07	30.8035	29.5622	
1933	1.37964e+07	31.0505	30.0038	
1911	1.37964e+07	31.46	30.3376	
1911	1.36494e+07	31.5965	30.068	
1932	1.38028e+07	31.265	29.9679	
1925	1.38028e+07	31.265	30.2991	
1915	1.38028e+07	31.6973	30.24	
1901	1.38028e+07	31.5542	30.24	
1910	1.38028e+07	31.2097	29.783	
1894	1.38028e+07	31.2097	29.9679	
1904	1.38028e+07	31.1512	29.7394	
1897	1.38028e+07	31.0732	30.0475	
1876	1.38028e+07	31.2065	29.8035	
1891	1.38028e+07	31.1252	29.5776	
1923	1.38028e+07	30.7027	29.5083	
1923	1.38028e+07	30.9888	30.1347	
1911	1.38028e+07	31.5835	30.1347	
1904	1.38028e+07	31.4665	30.1347	
1914	1.38028e+07	31.2292	29.8498	
1913	1.38028e+07	31.3235	30.1476	
1923	1.38028e+07	31.395	30.2708	
1901	1.38028e+07	31.733	30.3273	
1910	1.38028e+07	31.4145	29.9935	
1919	1.38028e+07	31.3592	30.1758	
1912	1.38028e+07	31.5478	30.4916	
1919	1.38028e+07	31.707	30.127	
1918	1.38028e+07	31.3787	30.3196	
1927	1.36297e+07	31.6647	30.3196	
1905	1.38166e+07	31.7622	30.5276	
1904	1.38166e+07	31.6062	30.05	
1908	1.38166e+07	31.2552	30.05	
1904	1.38166e+07	31.4502	30.2169	
1875	1.38166e+07	31.317	30.0089	
1919	1.38166e+07	31.0147	29.5596	
1930	1.38166e+07	31.1025	30.1065	
1959	1.35809e+07	31.5478	30.353	
1916	1.38092e+07	31.8825	30.8485	
1929	1.38092e+07	32.1425	30.4018	
1929	1.38092e+07	31.4567	30.3478	
1906	1.38092e+07	31.681	30.3478	
1899	1.38092e+07	31.5282	30.05	
1925	1.38092e+07	31.2682	30.05	
1921	1.39292e+07	31.213	30.05	
1933	1.39292e+07	31.6647	30.3145	
1907	1.37923e+07	31.551	30.3145	
1941	1.37923e+07	31.7525	30.3812	
1941	1.37923e+07	31.2943	29.9807	
1917	1.37923e+07	31.681	30.4942	
1905	1.37923e+07	31.4665	29.8472	
1888	1.37923e+07	31.1383	29.9781	
1907	1.38709e+07	31.0278	29.8189	
1934	1.38709e+07	31.2065	30.1373	
1891	1.38709e+07	31.6875	30.1373	
1917	1.38709e+07	31.0895	29.8523	
1898	1.38709e+07	31.2552	30.1039	
1931	1.38709e+07	31.3722	30.0346	
1915	1.38709e+07	31.538	30.5019	
1948	1.38709e+07	31.7232	30.163	
1900	1.38709e+07	31.6127	30.5918	
1914	1.38709e+07	31.6127	29.9653	
1926	1.37962e+07	31.291	30.1604	
1909	1.37962e+07	31.564	30.3068	
1890	1.37962e+07	31.564	30.0372	
1911	1.37962e+07	31.1057	29.7804	
1919	1.35176e+07	31.1057	30.0269	
1928	1.35176e+07	31.2682	30.2323	
1909	1.38304e+07	31.5835	30.3247	
817	1.38304e+07	31.902	30.3915	
93	1.38304e+07	30.7515	20.0316	
90	1.38304e+07	5.1935	0	
87	1.38304e+07	0	0	
88	1.38304e+07	0	0	
91	1.38304e+07	0	0	
